상품명,연결중심성,매개중심성,연결&매개 상위 10% 여부,ip포함여부
일신)펀타임스틱200,0.0,0.0,0,X
DHC)코랄칼슘,0.0,0.0,0,X
DHC)맥주건조효모,0.0,0.0,0,X
PB)쇼콜라헤이즐넛2000,0.0,0.0,0,O
PB)투믹스딸기캔디700,0.0,0.0,0,O
PB)무설탕커피캔디1000,0.0,0.0,0,O
오리온)초코송이,0.0,0.0,0,X
켈로그)호박과 고구마,0.0,0.0,0,X
크라운)마이쮸포도3입1500,0.0,0.0,0,X
롯데)목캔디용기大2300,0.0,0.0,0,X
롯데)해바라기초코볼봉지2000,0.0,0.0,0,X
롯데)키세스허그스1500,0.0,0.0,0,X
오리온)아이셔풍선껌500,0.0,0.0,0,X
매크로)슈퍼레몬캔디4000,0.0,0.0,0,X
롯데)라세느,0.0,0.0,0,X
삼양)베이컨칩,0.0,0.0,0,X
크라운)허그스틱,0.0,0.0,0,X
아이)토이캔디2000,0.0,0.0,0,X
아이)토이캔디4000,0.0,0.0,0,X
아이)토이캔디6000,0.0,0.0,0,X
롯데)육각아몬드빼빼로4000,0.0,0.0,0,X
롯데)하비스트(대),0.0,0.0,0,X
롯데)칙촉(대),0.0,0.0,0,X
롯데)애니타임(대)3000,0.0,0.0,0,X
롯데)자일리톨(대)5000,0.0,0.0,0,X
여리수)전통합격엿8500,0.0,0.0,0,X
천하)라데마커다크3500,0.0,0.0,0,X
천하)라데마커카푸치노3500,0.0,0.0,0,X
매일)로쉐컬렉션T-9,0.0,0.0,0,X
아이)헬로키티수륙양용6000,0.0,0.0,0,X
PB)신당동1번지떡볶이,0.0,0.0,0,O
크라)600미니쉘아몬드블루스,0.0,0.0,0,X
오리)너겟아몬드1200,0.0,0.0,0,X
해태)수카카오오리진3000,0.0,0.0,0,X
해태)화이트러브2500,0.0,0.0,0,X
제과)가나프리미엄2입,0.0,0.0,0,X
해광)미라클1호,0.0,0.0,0,X
해광)기획바구니(소),0.0,0.0,0,X
프로)폴인러브원형8500,0.0,0.0,0,X
제과)에어셀 600,0.0,0.0,0,X
롯데)C박스,0.0,0.0,0,X
매일)후와링카 레몬맛 캔디,0.0,0.0,0,X
로투)휴지통인형12000,0.0,0.0,0,X
제과)쮸쮸봉1000,0.0,0.0,0,X
국제)헬로키티베리3500,0.0,0.0,0,X
국제)미니백3000,0.0,0.0,0,X
해광)허니허니,0.0,0.0,0,X
해광)보석함13000,0.0,0.0,0,X
해광)미니핸드백2500,0.0,0.0,0,X
로얄)러브홀릭골드3800,0.0,0.0,0,X
로얄)러브센스 실버 4900,0.0,0.0,0,X
농심)츄파춥스슬림휠(120입),0.0,0.0,0,X
해광)트윈하트 6000,0.0,0.0,0,X
델리팜)철재곰바구니,0.0,0.0,0,X
농심)조청유과1000,0.0,0.0,0,X
해광)화이트바구니70000,0.0,0.0,0,X
농심)고구마깡800,0.0,0.0,0,X
농심)오징어집 800,0.0,0.0,0,X
농심)매운새우깡 900,0.0,0.0,0,X
농심)도넛츠꼬깜 800,0.0,0.0,0,X
구띠)프리저브드플라워,0.0,0.0,0,X
로얄)다몰 레드(소),0.0,0.0,0,X
롯데)굿모닝두유맛800,0.0,0.0,0,X
롯데)롯데샌드1200,0.0,0.0,0,X
해태)사브레1700,0.0,0.0,0,X
크라운)참크래커 800,0.0,0.0,0,X
해태)칼로리바란스과일1700,0.0,0.0,0,X
롯데)자일리톨트윈팩3000,0.0,0.0,0,X
오리온)비틀즈 500,0.0,0.0,0,X
오리온)초코파이420g,0.0,0.0,0,X
오리)스윙칩페퍼 1200,0.0,0.0,0,X
오리온)도도한나쵸딥 1200,0.0,0.0,0,X
오리온)오감자딥 1200,0.0,0.0,0,X
오리온)오징어땅콩 1200,0.0,0.0,0,X
오리온)오징어땅콩매콤1200,0.0,0.0,0,X
오리온)오징어땅콩 2500,0.0,0.0,0,X
오리온)고래밥볶음 600,0.0,0.0,0,X
아주좋은)단감3입(1팩),0.0,0.0,0,X
아주좋은)샤인머스켓2kg(1박스),0.0,0.0,0,X
23설임직원)올가1등급만족1.2kg,0.0,0.0,0,X
23설임직원)애플망고혼합4.8kg,0.0,0.0,0,X
23설임직원)청도반건시실속1.1kg,0.0,0.0,0,X
23설임직원)함양명품타래곶감5kg,0.0,0.0,0,X
23설특판)1등급한우로얄2kg,0.0,0.0,0,X
세븐팜)제주천혜향2입(400g),0.0,0.0,0,X
세븐팜)굿민핑크딸기(200g),0.0,0.0,0,X
세븐팜)명인딸기(500g),0.0,0.0,0,X
세븐팜)비가림밀감5입(320g),0.0,0.0,0,X
세븐팜)당도선별참외3~6입(800g),0.0,0.0,0,X
돌코리아)바나나(2입),0.0,0.0,0,X
세븐팜)산리오컷팅사과(150g),0.0,0.0,0,X
세븐팜)굿민아삭숙주나물(300g),0.0,0.0,0,X
세븐팜)사과2입(460g),0.0,0.0,0,X
프레)청포도200g,0.0,0.0,0,X
프레)혼합과일3종(250g),0.0,0.0,0,X
프레)천혜향2입,0.0,0.0,0,X
프레)사과4입(640g),0.0,0.0,0,X
가정)진맛과명인참외9수(2.4kg),0.0,0.0,0,X
가정)농협한돈한마음세트1.2kg,0.0,0.0,0,X
선키스트)고당도오렌지(1.1kg),0.0,0.0,0,X
영광직)델몬트바나나3입,0.0,0.0,0,X
새롬)애플수박(1입/850g),0.0,0.0,0,X
농협)수박(6kg내외),0.0,0.0,0,X
스마일)야채/과일_4,0.0,0.0,0,X
세븐팜)망고1입(320g내외),0.0,0.0,0,X
은하)숙성연어회(70g),0.0,0.0,0,X
은하)숙성광어회(70g),0.0,0.0,0,X
영광C)수박6kg,0.0,0.0,0,X
온샘)신비복숭아4~5입(400g),0.0,0.0,0,X
은하)양념민물장어구이(200g),0.0,0.0,0,X
청솔)하우스밀감800g(8~10입),0.0,0.0,0,X
푸름)샤인머스캣/거봉270g,0.0,0.0,0,X
프레)복숭아2입,0.0,0.0,0,X
프레)하우스감귤8입,0.0,0.0,0,X
스마일)사과1입,0.0,0.0,0,X
23추)거창애우1++등급 0.8kg,0.0,0.0,0,X
23추)안동한우1등급정성1.8kg,0.0,0.0,0,X
23추)안동한우1+등급특선2.4kg,0.0,0.0,0,X
23추)안동한우1+등급만족3.0kg,0.0,0.0,0,X
23추)농협1등급한우브론즈1.2kg,0.0,0.0,0,X
동）피버2002,0.0,0.0,0,X
농）벌집500,0.0,0.0,0,X
크）쵸코비500,0.0,0.0,0,X
크）자두맛캔디1000,0.0,0.0,0,X
매）랠리800,0.0,0.0,0,X
참）고구마형과자500,0.0,0.0,0,X
해）부라보어소티드1000,0.0,0.0,0,X
Ｊ）꼬맹이양갱200,0.0,0.0,0,X
Ｊ）설탕꽃가마100,0.0,0.0,0,X
JN）부라보캔디300,0.0,0.0,0,X
Ｊ）세콤이딸기500,0.0,0.0,0,X
동）와플1000,0.0,0.0,0,X
크) 오뉴 1500,0.0,0.0,0,X
해）크린（레몬）500,0.0,0.0,0,X
기)쌀로별매콤한맛 500,0.0,0.0,0,X
로）요구르트캔디1000,0.0,0.0,0,X
크）쭈쭈동물원700,0.0,0.0,0,X
천）나초（벌크）3000,0.0,0.0,0,X
ＳＲＫ）애정결핍400,0.0,0.0,0,X
해외）쏠라Ｃ레몬맛과립,0.0,0.0,0,X
롯）감동500,0.0,0.0,0,X
롯）700수리수리얍,0.0,0.0,0,X
해）1000후르츠칵테일,0.0,0.0,0,X
해）500벨라야채피자맛,0.0,0.0,0,X
위드）젤라젤라,0.0,0.0,0,X
위드）쮸쮸로티,0.0,0.0,0,X
해）600후렌치파이딸기,0.0,0.0,0,X
프）파일럿선풍기,0.0,0.0,0,X
프）푸우액션컵,0.0,0.0,0,X
오）구력산에프500,0.0,0.0,0,X
대영）자일리톨후캔디그린민트,0.0,0.0,0,X
로）아몬드크런치700,0.0,0.0,0,X
이）에베레스트껌,0.0,0.0,0,X
이)미니웨하스레몬,0.0,0.0,0,X
크）500알이돌이,0.0,0.0,0,X
ＳＲＫ）추억의건빵,0.0,0.0,0,X
매크)하이츄포도 1000,0.0,0.0,0,X
동）７００이츠예감매콤,0.0,0.0,0,X
Ｊ）탑블레이드캔드３００,0.0,0.0,0,X
Ｊ）탑블레이드팽이５００,0.0,0.0,0,X
ＳＲＫ）틱틱캔디800,0.0,0.0,0,X
프）하이웨이미키5000,0.0,0.0,0,X
프）피크닉푸우4000,0.0,0.0,0,X
프）통돌이푸우6000,0.0,0.0,0,X
롯）500테디베어하니,0.0,0.0,0,X
롯）600테디베어비스킷,0.0,0.0,0,X
로）딸기쇼콜라80Ｇ,0.0,0.0,0,X
미성)포켓몬스낵,0.0,0.0,0,X
오리온)미스틱(베프),0.0,0.0,0,X
해태)에이스샌드,0.0,0.0,0,X
크라운)딸기파이,0.0,0.0,0,X
오리온)닥터유임실치즈,0.0,0.0,0,X
일신)TOP딸기미니200,0.0,0.0,0,X
그라쉐)쉘위미니초콜릿500,0.0,0.0,0,X
크라운)블랙로즈라이트800,0.0,0.0,0,X
롯데)빼빼로낱개1,0.0,0.0,0,X
롯데)빼빼로낱개2,0.0,0.0,0,X
엠큐)프링글스오리지날110g,0.0,0.0,0,X
엠큐)프링글스양파맛110g,0.0,0.0,0,X
(소분용)가나마일드1000,0.0,0.0,0,X
(소분용)키세스아몬드1500,0.0,0.0,0,X
헬스원)글루코사민세트,0.0,0.0,0,X
롯）1000워터건,0.0,0.0,0,X
대）피에로회전목마6000,0.0,0.0,0,X
대）오토바이1200,0.0,0.0,0,X
델）솜사탕３０Ｇ,0.0,0.0,0,X
델）참스사각캔디700,0.0,0.0,0,X
오）수레몬1000,0.0,0.0,0,X
오）알로에캔디1000,0.0,0.0,0,X
오）씨데이1000,0.0,0.0,0,X
대영）자일리콜후캔디레몬민트,0.0,0.0,0,X
동）500아이송이,0.0,0.0,0,X
참）토피락300,0.0,0.0,0,X
동）300센스민트딸기,0.0,0.0,0,X
롯）200쬰쬬니청포도,0.0,0.0,0,X
롯）200쬰쬬니사과,0.0,0.0,0,X
롯）500신석기시대,0.0,0.0,0,X
농）아이스콘500,0.0,0.0,0,X
동）1000스윙칩구운갈비맛,0.0,0.0,0,X
ＳＲＫ）대한민국건빵,0.0,0.0,0,X
매크)하이츄딸기 1000,0.0,0.0,0,X
동）７００이츠예감,0.0,0.0,0,X
동）１２００이츠예감,0.0,0.0,0,X
동）１２００이츠예감매콤,0.0,0.0,0,X
롯）1000아우터,0.0,0.0,0,X
오리온)닥터유칼로리바700,0.0,0.0,0,X
기린)쌀로별 1200,0.0,0.0,0,X
해태)초코홈런볼146g,0.0,0.0,0,X
해태)7곡맛동산1200,0.0,0.0,0,X
오리온)다이제비스킷1000,0.0,0.0,0,X
롯데)치토스피자맛500,0.0,0.0,0,X
해태)썬키스트1700,0.0,0.0,0,X
오리온)생후라보노껌500,0.0,0.0,0,X
오리온)쵸코송이600,0.0,0.0,0,X
소소만초코스틱(증정용),0.0,0.0,0,X
로얄)매운고추초코렛4000,0.0,0.0,0,X
롯데)향기애프리지아500,0.0,0.0,0,X
롯데)가나밀크500,0.0,0.0,0,X
제과)자일리톨키즈버블500,0.0,0.0,0,X
롯데)핑크베리케이스껌500,0.0,0.0,0,X
제과)코디스티커300,0.0,0.0,0,X
오리온)닥터유식이섬유크래커,0.0,0.0,0,X
국제)헬로키티액션컵6500,0.0,0.0,0,X
아이)슈팅바쿠칸5000,0.0,0.0,0,X
크라운)마이쮸딸기(용기),0.0,0.0,0,X
롯데)엑스큐브믹스후르1000,0.0,0.0,0,X
해태)후렌치파이딸기(15입),0.0,0.0,0,X
크라운)콘칩1500,0.0,0.0,0,X
해태)베리베리통통껌500,0.0,0.0,0,X
영남)리터스포츠미니2800,0.0,0.0,0,X
씨엘팜)애니센스민트1500,0.0,0.0,0,X
롯데)내친구티거와푸캔디500,0.0,0.0,0,X
이멕스)크런치피넛쿠키175g,0.0,0.0,0,X
해태)아이스쿨껌1000,0.0,0.0,0,X
아이)바쿠칸파워캡슐6000,0.0,0.0,0,X
대명)와우풍선껌(휴),0.0,0.0,0,X
롯데)초코파이3200,0.0,0.0,0,X
해태)오예스고구마4800(12입),0.0,0.0,0,X
오리온)크리스탈큐브500,0.0,0.0,0,X
로투스)크림롤딸기1200,0.0,0.0,0,X
청우)참깨스틱85g,0.0,0.0,0,X
롯데)망고스틴용기껌5000,0.0,0.0,0,X
롯데)초코칩쿠키700,0.0,0.0,0,X
해태)구운양파70g,0.0,0.0,0,X
네슬레)쵸코웨하스스틱300,0.0,0.0,0,X
해광)토마스요요캔디2500,0.0,0.0,0,X
해광)토마스헬리콥터5000,0.0,0.0,0,X
아이)바쿠칸캔디봉5000,0.0,0.0,0,X
씨엘팜)애니센스포도1500,0.0,0.0,0,X
크라운)치즈샌드45g,0.0,0.0,0,X
롯데)하비스트검은깨1200,0.0,0.0,0,X
오리온)스윙칩라이트1500,0.0,0.0,0,X
23추)올가1등급한우특선1.8kg,0.0,0.0,0,X
23추)동양1등급한우로얄2kg,0.0,0.0,0,X
23추)우들1등급한우구이1kg,0.0,0.0,0,X
23추)순우리1++한우VIP2.4kg,0.0,0.0,0,X
23추)경북유명산지샤인3입2kg,0.0,0.0,0,X
23추)진맛과명인과일1호4.5kg,0.0,0.0,0,X
23추)진맛과명인과일4호2.5kg,0.0,0.0,0,X
23추)올가아리수사과배혼합5kg,0.0,0.0,0,X
23추)김재환님의명품황금향3kg,0.0,0.0,0,X
23추)자연담은사과배혼합2.7kg,0.0,0.0,0,X
23추)자연담은사과4kg,0.0,0.0,0,X
23추)정성담은사과배5.3kg,0.0,0.0,0,X
23추)산청곶감명품1.1kg,0.0,0.0,0,X
23추)올가유기농표고분말혼합1호,0.0,0.0,0,X
23추)임금님표이천햅쌀10kg,0.0,0.0,0,X
23추)모정햅쌀10kg,0.0,0.0,0,X
세븐팜)하우스밀감5입(325g),0.0,0.0,0,X
23추)제주숙성도흑돼지1호1.4kg,0.0,0.0,0,X
세븐팜)황도복숭아2입(380g),0.0,0.0,0,X
영광직)블랙사파이어포도,0.0,0.0,0,X
온샘)당도선별샤인머스캣150g,0.0,0.0,0,X
임직)진맛과명인과일1호4.5kg,0.0,0.0,0,X
임직)진맛과명인과일4호2.5kg,0.0,0.0,0,X
임직)안동한우1+등급만족3.0kg,0.0,0.0,0,X
더달콤)땅콩,0.0,0.0,0,X
임직)신근수명인의꿀홍로사과5kg,0.0,0.0,0,X
풀무원)몽글순두부탕270g(들깨),0.0,0.0,0,X
구곡)모정쌀10kg,0.0,0.0,0,X
김도영FC)동양1등급한우로얄2kg,0.0,0.0,0,X
세븐팜)부유단감5입(800g내외),0.0,0.0,0,X
농협)단감2입(360g내외),0.0,0.0,0,X
APP)평택고시히카리5kg,0.0,0.0,0,X
APP)찰진쌀10kg,0.0,0.0,0,X
세븐팜)노지밀감3입(210g내외),0.0,0.0,0,X
돌코리아)건망고(80g),0.0,0.0,0,X
은하)매콤달콤간장새우장(1kg),0.0,0.0,0,X
그린)카덴유부어묵우동,0.0,0.0,0,X
튜브과일풍선껌,0.0,0.0,0,X
버블테이프오리지날60Ｇ,0.0,0.0,0,X
롯）２０００마가렛트,0.0,0.0,0,X
키）2200데니쉬버터쿠키,0.0,0.0,0,X
감자칩바베큐맛,0.0,0.0,0,X
감자칩치즈,0.0,0.0,0,X
감자칩라이트,0.0,0.0,0,X
프링글스양파198ｇ,0.0,0.0,0,X
감자칩오리지날２ＯＺ,0.0,0.0,0,X
롯）1200흙지렁이,0.0,0.0,0,X
롯）700롤리팝（대）,0.0,0.0,0,X
롯）600파워펀치,0.0,0.0,0,X
마) 트윅스커피싱글 800,0.0,0.0,0,X
Ｊ）종합과자9000,0.0,0.0,0,X
Ｊ）강정5000,0.0,0.0,0,X
대영)복조리2500,0.0,0.0,0,X
대영）펀스톤１４００,0.0,0.0,0,X
해）６００아이비,0.0,0.0,0,X
해）1200프로포즈,0.0,0.0,0,X
PB)제주윈터프린스에이드320ml,0.0,0.0,0,O
해) 후렌치파이딸기 700,0.0,0.0,0,X
해)700후렌치파이사과,0.0,0.0,0,X
동）１２００베베１００Ｇ,0.0,0.0,0,X
크）１００쥬라기１２룡,0.0,0.0,0,X
제과)빠다코코낫 700,0.0,0.0,0,X
롯）200상크미사과30Ｇ,0.0,0.0,0,X
롯）200상크미딸기30Ｇ,0.0,0.0,0,X
기）1200고프레소83Ｇ,0.0,0.0,0,X
롯）190보석반지13Ｇ,0.0,0.0,0,X
롯）390마이크캔디15Ｇ,0.0,0.0,0,X
대）1400미니버터맛콘180,0.0,0.0,0,X
헬스원)6년정성 홍삼액골드,0.0,0.0,0,X
헬스원)봉황수12입세트,0.0,0.0,0,X
담양)아리,0.0,0.0,0,X
롯데)키세스쿠키앤크림1500,0.0,0.0,0,X
롯데)아쿠오큐브1000,0.0,0.0,0,X
아이)케로로핸드폰게임2000,0.0,0.0,0,X
골든벨)유기농레몬맛3500,0.0,0.0,0,X
롯데)길리안봉지6000,0.0,0.0,0,X
제제)콜라롤리팝200,0.0,0.0,0,X
PB)웨하스(미니),0.0,0.0,0,O
이멕스)유기농초코칩쿠키,0.0,0.0,0,X
해광)옥수수뻥,0.0,0.0,0,X
초코텍)블링블링미니5000,0.0,0.0,0,X
초코텍)블링블링하우스10000,0.0,0.0,0,X
유나)멘토스기획스무디4600,0.0,0.0,0,X
여리수)온리유2500,0.0,0.0,0,X
로투스)트위스트캔디2500,0.0,0.0,0,X
선우)화이트바구니16000,0.0,0.0,0,X
해광)프리티바니5000,0.0,0.0,0,X
해광)러브베어12000,0.0,0.0,0,X
영남)러브팟5000,0.0,0.0,0,X
영남)스위트러브바스켓(대)35000,0.0,0.0,0,X
하늘)러브머슴강아지14000,0.0,0.0,0,X
퍼니)원형막대쿠션26000,0.0,0.0,0,X
롯데)자일리톨핑크리필껌5000,0.0,0.0,0,X
엠큐)프링글스매운맛110g,0.0,0.0,0,X
하늘)토피넥160g,0.0,0.0,0,X
해태)에이스(그린),0.0,0.0,0,X
여리수)곰인형(DIY),0.0,0.0,0,X
여리수)리멤버L(DIY),0.0,0.0,0,X
롯데)스콜캔디1000,0.0,0.0,0,X
롯데)가나초코바아몬드43g,0.0,0.0,0,X
롯데)크런키34g,0.0,0.0,0,X
롯데)립파이,0.0,0.0,0,X
엠큐)프링글스치즈맛110g,0.0,0.0,0,X
농심)멘토스레인보우,0.0,0.0,0,X
초코텍)크런치초코바500,0.0,0.0,0,X
초코텍)헤즐넛초콜릿봉지1200,0.0,0.0,0,X
초코텍)마카다미아초콜릿봉지120,0.0,0.0,0,X
로투스)허쉬쿠키앤초코1500,0.0,0.0,0,X
PB)뻥이요골드,0.0,0.0,0,O
롯데)야채크래커(2입),0.0,0.0,0,X
롯데)초코칩2번들,0.0,0.0,0,X
롯데)칸쵸2번들,0.0,0.0,0,X
TDF)칼초코(딸기맛)1000,0.0,0.0,0,X
미성)아이스큐브민트1500,0.0,0.0,0,X
삼경)도쿠노밀크캔디8．2%,0.0,0.0,0,X
롯데)찰떡파이(파인)2500,0.0,0.0,0,X
농심)칩포테토어니언1000,0.0,0.0,0,X
청우)호박엿캔디1000,0.0,0.0,0,X
동아)소이조이망고1000,0.0,0.0,0,X
해태)아이스쿨레드껌5000,0.0,0.0,0,X
화인)푸치버터쿠키,0.0,0.0,0,X
롯데)마가렛트오곡블랙빈,0.0,0.0,0,X
롯데)마가렛트3500(12입),0.0,0.0,0,X
롯데)애니타임블루마린1500,0.0,0.0,0,X
롯데)청포도캔디 1200,0.0,0.0,0,X
오리온)닥터유프로포즈14200,0.0,0.0,0,X
해태)롤리폴리1500,0.0,0.0,0,X
교동)사임당,0.0,0.0,0,X
롯데)홍삼연양갱700,0.0,0.0,0,X
담양)달맞이특판,0.0,0.0,0,X
오리온)크리스탈큐브5000,0.0,0.0,0,X
롯데)코디스티커500,0.0,0.0,0,X
롯데)이브포우먼1000,0.0,0.0,0,X
롯데)애플쨈쿠키3600(10입),0.0,0.0,0,X
롯데)키세스밀크65g,0.0,0.0,0,X
롯데)허쉬너겟아몬드62g,0.0,0.0,0,X
롯데)허쉬너겟아몬드171g,0.0,0.0,0,X
해태)내몸에플러스,0.0,0.0,0,X
크라운)죠리퐁1500,0.0,0.0,0,X
롯데)깜뜨미니600,0.0,0.0,0,X
내친구티거와푸케이스,0.0,0.0,0,X
롯데)씨리얼초코,0.0,0.0,0,X
이멕스)버블테이프껌1500,0.0,0.0,0,X
고궁)무설탕캔디커피1500,0.0,0.0,0,X
아쿠아)팀탐클래식다크,0.0,0.0,0,X
크라운)미니쉘딸기800,0.0,0.0,0,X
유나)멘토스믹스그페이프기획,0.0,0.0,0,X
드림)산타빼빼로,0.0,0.0,0,X
롯데)부푸러메론맛껌500,0.0,0.0,0,X
롯데)가나에어셀1200,0.0,0.0,0,X
해광)DIY 2,0.0,0.0,0,X
오리온)새우라이스칩,0.0,0.0,0,X
롯데)초코빼빼로8입,0.0,0.0,0,X
롯데)아몬드빼빼로8입,0.0,0.0,0,X
롯데)가방종선assort,0.0,0.0,0,X
롯데)빼빼로18입assort,0.0,0.0,0,X
롯데)빼빼로24입assort,0.0,0.0,0,X
롯데)롱케이스,0.0,0.0,0,X
Ｍ＆Ｍ플레인ＦＵＮＳＩＺＥ,0.0,0.0,0,X
Ｍ＆Ｍ프레인５０Ｇ,0.0,0.0,0,X
대）민트스틱캔디,0.0,0.0,0,X
대）젤리벨리봉지１００Ｇ,0.0,0.0,0,X
롯）1500엄마손파이,0.0,0.0,0,X
페피티에르쿠키200Ｇ,0.0,0.0,0,X
트루페100Ｇ,0.0,0.0,0,X
대）루도르비스켓150Ｇ,0.0,0.0,0,X
ＬＶ천연향캔디혼합과일60Ｇ,0.0,0.0,0,X
클래식종합비스켓300Ｇ,0.0,0.0,0,X
리터쵸코렛요구르트100Ｇ,0.0,0.0,0,X
프리젠블래터200Ｇ,0.0,0.0,0,X
유코캐빈디쉬체리２００Ｇ,0.0,0.0,0,X
트윙고２００Ｇ,0.0,0.0,0,X
해태투시팝１４Ｇ,0.0,0.0,0,X
칩스타내츄럴５５Ｇ,0.0,0.0,0,X
SRK) 용각산캔디 1600,0.0,0.0,0,X
구미파티２００Ｇ,0.0,0.0,0,X
천하길리안１２５Ｇ,0.0,0.0,0,X
오）반덴쵸코렛１２５Ｇ,0.0,0.0,0,X
리콜라알핀후레쉬50Ｇ,0.0,0.0,0,X
몬체리Ｔ－１２１２５Ｇ,0.0,0.0,0,X
매일)로쉐T-3,0.0,0.0,0,X
몬체리Ｔ－４４０Ｇ,0.0,0.0,0,X
대）샌드위치비스켓250Ｇ,0.0,0.0,0,X
유）600멘토스포도30Ｇ,0.0,0.0,0,X
해）500썬키스트레몬,0.0,0.0,0,X
해）1000자두맛캔디,0.0,0.0,0,X
해）200덴티큐껌,0.0,0.0,0,X
해）300닥터크린페파,0.0,0.0,0,X
해）300뉴뽀뽀틴망고23Ｇ,0.0,0.0,0,X
해）300미백껌민트향16Ｇ,0.0,0.0,0,X
해）1000안전지대쵸코렛,0.0,0.0,0,X
해）１０００빅허쉬９０Ｇ,0.0,0.0,0,X
동）２２００쵸코파이,0.0,0.0,0,X
해）５００바니니쵸코렛３８Ｇ,0.0,0.0,0,X
해）1500후렌치파이딸기,0.0,0.0,0,X
해）５００죽염포테칩４５Ｇ,0.0,0.0,0,X
해）1000포테칩후렌치,0.0,0.0,0,X
해)칼로리바란스치즈1000,0.0,0.0,0,X
해）５００칼로리바란스초코맛,0.0,0.0,0,X
해）500쵸코홈런볼54Ｇ,0.0,0.0,0,X
해）１０００포르테１１４Ｇ,0.0,0.0,0,X
해）300삐삐화이트40Ｇ,0.0,0.0,0,X
해）한아름종합캔디280Ｇ,0.0,0.0,0,X
해）고향인절미맛젤리150Ｇ,0.0,0.0,0,X
해）2000쇼콜라어써티드,0.0,0.0,0,X
해）５００땅콩맛동산,0.0,0.0,0,X
해）３００에이스,0.0,0.0,0,X
농）５００쌀과자튀김１０５Ｇ,0.0,0.0,0,X
해)후렌치파이딸기2400,0.0,0.0,0,X
동)300센스민트딸기,0.0,0.0,0,X
크)빅파이1500,0.0,0.0,0,X
크)미니쉘딸기600,0.0,0.0,0,X
SRK)쵸코베리,0.0,0.0,0,X
롯)후레쉬미스트500,0.0,0.0,0,X
롯)600허브프라임,0.0,0.0,0,X
롯) 아우터사우어쿨 800,0.0,0.0,0,X
SRK)퍼피하우스9500,0.0,0.0,0,X
해)1200투데이스,0.0,0.0,0,X
롯)1000생캔디(후르츠),0.0,0.0,0,X
해)1200내몸에플러스888,0.0,0.0,0,X
크라운)콘칩 1000,0.0,0.0,0,X
롯)600날씬감자40G,0.0,0.0,0,X
롯데)자일리톨아이스용기5000,0.0,0.0,0,X
제과)마가레트 2200,0.0,0.0,0,X
동)쵸코파이 1원코드,0.0,0.0,0,X
롯제)트윙클딸기1000,0.0,0.0,0,X
롯제)바캉스종합선물5000,0.0,0.0,0,X
크) 미니쉘딸기 600,0.0,0.0,0,X
동양)1200오칩스,0.0,0.0,0,X
마)500M&M피넛40g,0.0,0.0,0,X
일)리콜라세트(2입),0.0,0.0,0,X
제과)사랑방 2000,0.0,0.0,0,X
해)가루비순한소금맛,0.0,0.0,0,X
롯데)10000종합(플러스1),0.0,0.0,0,X
롯데)자일리톨핑크리필4500,0.0,0.0,0,X
해)프렌치카페500,0.0,0.0,0,X
오) 와클 700,0.0,0.0,0,X
롯)500웨하스바닐라,0.0,0.0,0,X
동)1500인심,0.0,0.0,0,X
롯)2000핸드폰줄세트,0.0,0.0,0,X
롯)4000봉제필통,0.0,0.0,0,X
롯)3000롱스낵,0.0,0.0,0,X
롯)팅클브레드700,0.0,0.0,0,X
롯)가나그리스피,0.0,0.0,0,X
청우)돼지꿈꿔7000,0.0,0.0,0,X
매일)로쉐T-4,0.0,0.0,0,X
해)프랜드블랙(육각)2500,0.0,0.0,0,X
로얄)피니딸기,0.0,0.0,0,X
로얄)빠세롱밀크사각,0.0,0.0,0,X
해)프렌드오렌지700,0.0,0.0,0,X
로얄)빠세롱화이트사각,0.0,0.0,0,X
로얄)쇼콜라2,0.0,0.0,0,X
로얄)쇼콜라화이트,0.0,0.0,0,X
로얄)아몬드쇼콜라,0.0,0.0,0,X
SRK)꼬깔빼로아1000,0.0,0.0,0,X
크라운)키니,0.0,0.0,0,X
크라운)유나,0.0,0.0,0,X
크라운)쵸코하임3번들,0.0,0.0,0,X
선우)리치쿠키,0.0,0.0,0,X
롯데)찰떡파이186g,0.0,0.0,0,X
헬스원)석류와콜라겐,0.0,0.0,0,X
해광)회오리 스틱캔디,0.0,0.0,0,X
롯데)초코플륫,0.0,0.0,0,X
FN)우마이봉치즈맛6g,0.0,0.0,0,X
롯데)목캔디허브600,0.0,0.0,0,X
롯데)목캔디자몽민트600,0.0,0.0,0,X
유나)멘토스용기스무디2300,0.0,0.0,0,X
롯데)ID껌스위트민트2입1950,0.0,0.0,0,X
오뚜기)뿌셔뿌셔바베큐맛90g,0.0,0.0,0,X
이멕스)클라우드나인300,0.0,0.0,0,X
롯데)후라보노3입1200,0.0,0.0,0,X
롯데)가나초코바골드4입3200,0.0,0.0,0,X
롯데)가나마일드2입1150,0.0,0.0,0,X
롯데)목캔디3입1450,0.0,0.0,0,X
농심)꿀꽈배기285g,0.0,0.0,0,X
켈로그)스페셜K480g,0.0,0.0,0,X
롯데)치토스2번들,0.0,0.0,0,X
오리온)초코송이2번들,0.0,0.0,0,X
오리온)태양의맛썬149g,0.0,0.0,0,X
롯데)꼬깔콘고소168g,0.0,0.0,0,X
해태)에이스364g,0.0,0.0,0,X
롯데)ID화이트껌1200,0.0,0.0,0,X
유앤)데니쉬초코쿠키,0.0,0.0,0,X
보라)칩스레튼(소금맛),0.0,0.0,0,X
