상품코드,상품명,상품대분류명,상품중분류명,상품소분류명,첫_판매일,마지막_판매일,판매_지속기간(일),판매_활성_월수,총_매출수량,총_매출금액,객단가,총_거래건수,취급_점포수,출시후_3일_매출액_합계,출시후_7일_매출액_합계,출시후_30일_매출액_합계,출시후_3일_매출액_평균,출시후_7일_매출액_평균,출시후_30일_매출액_평균,출시후_3일_매출수량_합계,출시후_7일_매출수량_합계,출시후_30일_매출수량_합계,야간_매출_비율,주말_매출_비율,피크_시간대
070142,서울)딸기우유200ml,유음료,가공우유,딸기우유,2025-01-01 00:02:03,2025-12-31 23:30:02,364,12,70270.0,81270776.0,1156.55,62558,326,592467.0,1286552.0,5573942.0,197489.0,183793.14,185798.06,497.0,1081.0,4684.0,0.17522271,0.2607346,16
132144,농심)김치큰사발,면,용기면,라면(대형컵),2025-01-01 00:00:17,2025-12-31 23:54:02,364,12,52806.0,77487280.0,1467.3954,49986,367,559518.0,1171401.0,4893899.0,186506.0,167343.0,163129.97,401.0,843.0,3520.0,0.23596023,0.25433448,12
115920,농심)매운새우깡90g,과자,스낵류,일반스낵,2025-01-01 00:02:46,2025-12-31 23:59:50,364,12,99454.0,151907710.0,1527.4169,98846,445,1257340.0,2904093.0,12438069.0,419113.34,414870.44,414602.3,838.0,1945.0,8331.0,0.32283133,0.32505694,22
132448,농심)신라면블랙사발,면,용기면,라면(대형컵),2025-01-01 00:33:30,2025-12-31 23:47:32,364,12,74400.0,134787940.0,1811.6658,65798,384,1258566.0,2913156.0,12375173.0,419522.0,416165.16,412505.78,696.0,1615.0,6867.0,0.22654843,0.26632622,12
132057,오뚜기)치즈볶이큰컵,면,용기면,비빔/볶음면,2025-01-01 00:30:52,2025-12-31 23:53:17,364,12,33779.0,59583330.0,1763.9163,33182,333,443874.0,1084270.0,4676807.0,147958.0,154895.72,155893.56,263.0,643.0,2770.0,0.25636536,0.2776832,22
160047,칠성)칠성사이다２５０캔,음료,탄산음료,사이다(소),2025-01-01 00:03:18,2025-12-31 23:53:40,364,12,57099.0,97846740.0,1713.633,54198,443,721280.0,1508181.0,6083429.0,240426.67,215454.42,202780.97,426.0,889.0,3588.0,0.18732207,0.2886905,21
124733,칠성)핫식스더킹메가제로500ml,음료,기능성드링크,에너지음료,2025-04-04 15:17:44,2025-12-31 22:58:40,271,9,16851.0,29838552.0,1770.7289,11915,333,97140.0,523740.0,5707774.0,32380.0,74820.0,190259.14,64.0,346.0,3760.0,0.1447663,0.24846642,8
117220,롯데)왓따청포도샤인머스캣23g,과자,껌,풍선껌,2025-01-01 00:11:25,2025-12-31 22:50:12,364,12,15375.0,8791343.0,571.7947,14666,335,91400.0,192386.0,897698.0,30466.666,27483.715,29923.268,183.0,384.0,1797.0,0.18194558,0.28750145,18
104203,롯데)C박스,과자,캔디류,기능성캔디,2025-01-01 00:42:08,2025-12-30 20:00:11,363,12,5173.0,6164360.0,1191.6412,4772,260,125534.0,317013.0,1438175.0,41844.668,45287.57,47939.168,105.0,265.0,1206.0,0.115226395,0.2801238,17
111995,롯데)목캔디믹스베리38g,과자,캔디류,기능성캔디,2025-01-01 00:14:42,2025-12-31 23:39:37,364,12,28636.0,34294764.0,1197.6101,24733,439,296262.0,719861.0,2772196.0,98754.0,102837.29,92406.53,248.0,602.0,2318.0,0.1295736,0.26767102,9
114315,롯데)졸음번쩍껌87g,과자,껌,용기껌,2025-01-01 04:11:59,2025-12-31 22:01:29,364,12,15469.0,92140390.0,5956.454,15528,434,619890.0,1289008.0,5480878.0,206630.0,184144.0,182695.94,104.0,216.0,918.0,0.14862321,0.2130544,13
114020,롯데)가나마일드70g,과자,초콜릿,판초콜릿,2025-01-01 00:24:05,2025-12-31 23:55:56,364,12,30096.0,97044050.0,3224.4832,27929,446,715360.0,1637039.0,7375190.0,238453.33,233862.72,245839.67,258.0,590.0,2655.0,0.16378099,0.26744223,19
053293,아리)즉석참깨라면,즉석 식품,즉석조리,즉석라면,2025-01-19 15:21:06,2025-12-28 15:30:42,343,12,7825.0,31458844.0,4020.2996,7538,3,31592.0,59592.0,151592.0,10530.667,8513.143,5053.067,8.0,15.0,38.0,0.18206327,0.49907482,19
115136,하리보)푸르티부시젤리100g,과자,젤리류,수입젤리,2025-01-01 00:24:50,2025-12-31 23:56:43,364,12,44758.0,92898670.0,2075.577,44264,450,685445.0,1630653.0,6835597.0,228481.67,232950.42,227853.23,343.0,816.0,3426.0,0.17896493,0.29434422,18
161086,코카)코카콜라제로250ml,음료,탄산음료,제로탄산,2025-01-01 00:04:39,2025-12-31 23:57:44,364,12,99172.0,167860240.0,1692.6173,91664,442,1083433.0,2501661.0,10647611.0,361144.34,357380.16,354920.38,641.0,1480.0,6293.0,0.19521485,0.26838022,12
160140,오츠카)포카리스웨트240ml캔,음료,스포츠음료,스포츠음료(소),2025-01-01 00:02:28,2025-12-31 23:59:27,364,12,130610.0,222656590.0,1704.7438,115778,447,1283125.0,2513001.0,10382706.0,427708.34,359000.16,346090.2,757.0,1481.0,6116.0,0.25711378,0.31128755,22
062345,PB)오구딸기타임200ml,유음료,가공우유,딸기우유,2025-01-01 00:14:38,2025-12-31 23:46:44,364,12,69509.0,46252944.0,665.4238,50138,285,332188.0,760825.0,3307650.0,110729.336,108689.29,110255.0,506.0,1151.0,5005.0,0.18618022,0.25896224,12
200794,코카)미닛메이드허니유자280ml,음료,전통음료,전통음료(중),2025-01-01 00:01:55,2025-12-31 23:31:55,364,12,20366.0,40768430.0,2001.7888,18722,404,1174509.0,2652684.0,10291093.0,391503.0,378954.84,343036.44,590.0,1331.0,5162.0,0.21359885,0.27583537,8
132290,농심)새우탕면(소컵),면,용기면,라면(소형컵),2025-01-01 00:07:22,2025-12-31 23:42:20,364,12,66071.0,80683650.0,1221.1659,60315,393,512781.0,1215832.0,5200184.0,170927.0,173690.28,173339.47,450.0,1068.0,4575.0,0.19116145,0.22816871,12
132167,농심)튀김우동(소컵),면,용기면,라면(소형컵),2025-01-01 00:15:22,2025-12-31 23:48:36,364,12,72494.0,88313976.0,1218.2246,66981,411,647301.0,1593844.0,6742761.0,215767.0,227692.0,224758.7,568.0,1400.0,5926.0,0.16429184,0.23980196,12
132221,농심)사천짜파게티큰사발,면,용기면,비빔/볶음면,2025-01-01 00:15:29,2025-12-31 23:22:57,364,12,12322.0,21947956.0,1781.2008,12040,187,118800.0,325100.0,1506223.0,39600.0,46442.855,50207.434,66.0,183.0,847.0,0.25471908,0.26415613,12
202668,농심)웰치스제로포도600ml,음료,탄산음료,과일향탄산(중),2025-01-01 00:21:13,2025-12-31 23:07:35,364,12,14461.0,29295888.0,2025.855,13198,316,177826.0,341826.0,1504423.0,59275.332,48832.285,50147.434,90.0,172.0,758.0,0.22367176,0.3108196,22
601353,농심)빵부장소금빵55g,과자,스낵류,일반스낵,2025-01-01 00:17:00,2025-12-31 23:39:31,364,12,15755.0,26609126.0,1688.9321,14650,272,232097.0,493711.0,1921446.0,77365.664,70530.14,64048.2,137.0,292.0,1140.0,0.35697547,0.31024954,22
210345,오뚜기)진라면매운맛봉지,면,봉지면,라면,2025-01-01 00:17:17,2025-12-31 22:50:57,364,12,50988.0,50475520.0,989.94904,32061,424,494100.0,1191395.0,4768765.0,164700.0,170199.28,158958.83,522.0,1261.0,5049.0,0.24096082,0.33116853,19
180639,진로)참이슬오리지날360ml병,전통주,소주,병소주,2025-01-01 00:04:40,2025-12-31 23:58:36,364,12,97812.0,182465550.0,1865.472,77339,370,1546750.0,3600000.0,16160700.0,515583.34,514285.72,538690.0,834.0,1943.0,8716.0,0.27628174,0.30466598,19
201116,칠성)레쓰비카페라떼240ml,음료,커피음료,캔커피(일반),2025-01-01 00:09:50,2025-12-31 23:59:20,364,12,48443.0,58560550.0,1208.8547,36800,432,700388.0,1560524.0,6406182.0,233462.67,222932.0,213539.4,646.0,1440.0,5887.0,0.14931025,0.22236533,8
201543,칠성)델몬트알로에400ml,음료,주스,주스(중),2025-01-01 00:26:04,2025-12-27 13:59:18,360,12,9566.0,21451698.0,2242.4941,9357,176,236920.0,532320.0,2309970.0,78973.336,76045.71,76999.0,108.0,242.0,1049.0,0.21425478,0.3338648,16
201556,칠성)우엉차500ml,음료,차음료,기타차,2025-01-01 00:01:18,2025-12-31 23:30:31,364,12,70685.0,99073350.0,1401.6178,59382,328,614417.0,1425814.0,6370810.0,204805.67,203687.72,212360.33,434.0,999.0,4444.0,0.12489345,0.29154584,12
115051,롯데)후라보노오리지날26g,과자,껌,스틱껌,2025-01-01 00:00:16,2025-12-31 23:59:37,364,12,82954.0,99366930.0,1197.8558,79382,451,723414.0,1663559.0,7360901.0,241138.0,237651.28,245363.36,605.0,1390.0,6151.0,0.22123754,0.30284065,13
083844,삼립)주종발효슈크림빵90g,빵,간식빵,과자빵,2025-01-01 00:22:30,2025-12-31 23:45:32,364,12,18914.0,33475796.0,1769.8951,19196,357,126250.0,355137.0,1465975.0,42083.332,50733.855,48865.832,79.0,223.0,923.0,0.18907097,0.2273343,8
124920,삼립)로만밀포테이토햄샌드,조리빵,샌드위치,샌드위치,2025-04-09 07:57:33,2025-10-14 09:04:47,188,7,11489.0,37425120.0,3257.474,11800,423,1956166.0,3749425.0,13357348.0,652055.3,535632.1,445244.94,602.0,1153.0,4103.0,0.13230076,0.19720596,8
080499,행복담기)구운란2입,냉장,냉장간식,삶은계란,2025-01-01 00:16:55,2025-12-31 23:41:57,364,12,74180.0,179267500.0,2416.6555,68994,300,1070490.0,2479942.0,10285503.0,356830.0,354277.44,342850.1,448.0,1041.0,4317.0,0.114252456,0.17542562,8
180915,국순당)국순당쌀막걸리750ml,전통주,막걸리,살균막걸리,2025-01-01 01:44:38,2025-12-31 23:04:41,364,12,12511.0,30342600.0,2425.2737,9699,108,199200.0,492000.0,2181600.0,66400.0,70285.71,72720.0,83.0,205.0,909.0,0.25627336,0.2939234,21
124014,PB)더블매콤야채땡초바160g,냉장,냉장간식,소형바,2025-02-04 11:43:50,2025-12-31 23:33:34,330,11,2514.0,9743593.0,3875.7332,2635,367,70338.0,640426.0,2795762.0,23446.0,91489.43,93192.07,19.0,171.0,743.0,0.2877529,0.2956,22
118338,마즈)이클립스스피아민트34g,과자,캔디류,기능성캔디,2025-01-01 00:15:23,2025-12-31 23:58:24,364,12,48809.0,156264290.0,3201.5466,47846,429,993716.0,2329327.0,9838528.0,331238.66,332761.0,327950.94,332.0,779.0,3299.0,0.16690624,0.29844138,18
202665,쟈뎅)시그니처아메리카노블랙900,음료,커피음료,PET커피,2025-01-01 02:04:41,2025-12-31 22:44:15,364,12,6005.0,18169546.0,3025.7363,5259,187,44200.0,119600.0,541497.0,14733.333,17085.715,18049.9,13.0,37.0,172.0,0.19011109,0.28691202,8
161739,PB)오늘의견과25g,안주,너트류,봉지너트,2025-01-01 00:32:27,2025-12-31 22:59:39,364,12,30517.0,45302376.0,1484.4963,26087,436,357353.0,861992.0,3755983.0,119117.664,123141.71,125199.43,240.0,578.0,2475.0,0.15410134,0.2044541,8
600166,PB)갈릭새우칩65g,과자,스낵류,일반스낵,2025-01-01 00:02:39,2025-12-31 23:24:36,364,12,25675.0,40766050.0,1587.7721,25370,380,376051.0,837470.0,3676839.0,125350.336,119638.57,122561.3,238.0,531.0,2325.0,0.27445918,0.32096067,22
106546,동원)동원샘물2L,음료,생수,1000ml이상,2025-01-01 00:20:52,2025-12-31 23:45:15,364,12,61923.0,51569772.0,832.8048,32902,126,340057.0,738983.0,3067384.0,113352.336,105569.0,102246.13,414.0,891.0,3728.0,0.31020555,0.3105192,22
201004,칠성)립톤아이스티제로500ml,음료,차음료,홍차,2025-01-01 00:10:34,2025-12-31 23:44:29,364,12,91900.0,152603580.0,1660.5396,81599,411,1002635.0,2283510.0,9485388.0,334211.66,326215.72,316179.6,585.0,1330.0,5546.0,0.15468249,0.32779405,17
201879,칠성)아이시스(8.0)1L,음료,생수,1000ml이상,2025-01-01 00:05:56,2025-12-31 23:51:38,364,12,101219.0,142442930.0,1407.2747,92002,245,911374.0,1945491.0,7949201.0,303791.34,277927.28,264973.38,653.0,1394.0,5696.0,0.20587167,0.3092599,21
202357,칠성)레쓰비그란데헤이즐넛500ml,음료,커피음료,PET커피,2025-01-01 02:22:54,2025-12-31 23:04:54,364,12,35523.0,53490360.0,1505.7952,25223,344,267450.0,596283.0,2646769.0,89150.0,85183.29,88225.63,146.0,323.0,1483.0,0.14080481,0.23567964,8
202377,칠성)아이시스에코2L,음료,생수,1000ml이상,2025-01-01 00:09:35,2025-12-31 23:15:40,364,12,7498.0,13477164.0,1797.4346,8431,130,342000.0,776892.0,3264456.0,114000.0,110984.57,108815.2,190.0,432.0,1816.0,0.40373057,0.3900843,22
201382,동원)오미자차500ml,음료,전통음료,전통음료(중),2025-01-01 00:12:53,2025-12-31 23:54:02,364,12,69801.0,90073910.0,1290.4387,42462,305,371862.0,858113.0,3671743.0,123954.0,122587.57,122391.43,205.0,472.0,1995.0,0.19360323,0.2823782,22
161228,칠성)델몬트알로에1.5L,음료,주스,주스(대),2025-01-01 00:50:05,2025-12-31 23:44:29,364,12,8195.0,36593230.0,4465.312,8254,395,282176.0,721687.0,2822651.0,94058.664,103098.14,94088.37,63.0,161.0,632.0,0.28981888,0.3165861,22
202017,칠성)오랑지나420ml,음료,탄산음료,과일향탄산(중),2025-01-01 00:12:26,2025-12-31 23:53:50,364,12,37275.0,83197450.0,2231.9905,34992,231,480364.0,1077751.0,4414251.0,160121.33,153964.42,147141.7,219.0,494.0,2014.0,0.17726044,0.33341658,21
201429,칠성)펩시콜라355ml,음료,탄산음료,콜라(소),2025-01-01 00:00:12,2025-12-31 23:45:49,364,12,153229.0,155398930.0,1014.1613,84928,443,1396168.0,3399454.0,14463273.0,465389.34,485636.28,482109.1,1377.0,3368.0,14380.0,0.21697627,0.2802097,22
106426,칠성)오트몬드프로틴190ml,유음료,프로틴 음료,250ml 미만,2025-01-01 08:07:25,2025-11-29 22:26:32,332,11,7443.0,10799426.0,1450.9507,5391,288,93486.0,243649.0,1192040.0,31162.0,34807.0,39734.668,63.0,164.0,788.0,0.08987552,0.17166959,8
073610,흥생)구데타마반숙란3입,냉장,냉장간식,삶은계란,2025-01-01 01:07:35,2025-12-31 23:48:22,364,12,8708.0,26499474.0,3043.1182,8007,86,186059.0,436765.0,2025042.0,62019.668,62395.0,67501.4,59.0,138.0,642.0,0.11457703,0.15572248,8
117266,마즈)이클립스딸기31g,과자,캔디류,기능성캔디,2025-01-01 00:13:40,2025-12-31 23:31:34,364,12,25725.0,82323800.0,3200.1477,26071,435,566602.0,1348686.0,5245405.0,188867.33,192669.42,174846.83,190.0,451.0,1755.0,0.15949541,0.30452198,18
106056,세븐카페)헤이즐넛라떼파우더(발주),즉석음료,세븐카페,HOT,2025-01-01 00:45:14,2025-06-30 13:14:27,180,6,1832.0,3662398.0,1999.1255,1788,217,71908.0,191314.0,864543.0,23969.334,27330.572,28818.1,36.0,96.0,434.0,0.15939392,0.26285183,12
094369,프레시팜)갓성비바나나(5입),신선,과일,수입과일,2025-01-01 00:16:20,2025-12-31 23:56:34,364,12,36912.0,90162400.0,2442.631,36888,209,573028.0,1336596.0,5474765.0,191009.33,190942.28,182492.17,252.0,588.0,2409.0,0.18147026,0.23469065,8
141522,PB)고기듬뿍미역국(컵),가공식품,상온간편식,즉석 국/스프,2025-01-01 00:33:10,2025-12-31 23:15:37,364,12,14255.0,21092900.0,1479.6843,13512,399,224612.0,442198.0,1861941.0,74870.664,63171.145,62064.7,151.0,298.0,1259.0,0.16326569,0.19616975,11
061844,다논)액티비아업복숭아210ml,유음료,요구르트,기능성요구르트,2025-01-01 00:04:55,2025-12-31 23:53:43,364,12,61755.0,74000744.0,1198.2955,46432,320,496930.0,1179150.0,5491054.0,165643.33,168450.0,183035.14,444.0,1055.0,4907.0,0.17828248,0.21868885,8
108707,비알)메롱멜론우유190ml,유음료,가공우유,기타,2025-01-01 00:56:07,2025-12-31 23:56:52,364,12,5623.0,6953412.0,1236.6018,5160,254,91925.0,219554.0,961755.0,30641.666,31364.857,32058.5,85.0,202.0,881.0,0.33232203,0.32321584,22
201979,팔도)뽀로로보리차220ml,음료,차음료,보리차,2025-01-01 00:53:50,2025-12-31 22:54:53,364,12,25477.0,41482300.0,1628.2255,22149,178,252156.0,506581.0,2121421.0,84052.0,72368.71,70714.03,156.0,313.0,1321.0,0.045531493,0.47720402,16
123394,세븐브로이)가치필스너500ml캔,맥주,국산맥주,수제맥주,2025-02-05 14:44:10,2025-12-20 17:56:35,318,11,2318.0,3794500.0,1636.9716,1119,112,15000.0,82500.0,375000.0,5000.0,11785.714,12500.0,5.0,25.0,105.0,0.36605614,0.30175254,21
201362,거림)모히또에이드350ml,음료,주스,주스(중),2025-01-01 00:30:40,2025-09-23 00:50:04,265,9,948.0,1082407.0,1141.7795,895,59,28800.0,56492.0,227568.0,9600.0,8070.2856,7585.6,19.0,38.0,165.0,0.15996017,0.29028544,15
124795,PB)직화불곱창200g,냉장,냉장안주,육가공안주,2025-04-03 22:02:26,2025-12-31 19:36:45,271,9,643.0,5027068.0,7818.146,707,197,163585.0,344574.0,1585865.0,54528.332,49224.855,52862.168,21.0,44.0,204.0,0.466938,0.29253295,22
123413,클룹)제로소다피치500ml,음료,탄산음료,제로탄산,2025-01-01 22:22:06,2025-12-31 23:31:07,364,12,12142.0,26809282.0,2207.979,10308,275,47044.0,118838.0,1521316.0,15681.333,16976.857,50710.535,19.0,49.0,616.0,0.24527904,0.3059747,22
014251,그린)스팸김치볶음김밥,미반,김밥,말이김밥,2025-01-01 00:32:59,2025-08-24 00:19:38,234,8,48599.0,134737180.0,2772.427,49415,407,1445693.0,3378599.0,14666118.0,481897.66,482657.0,488870.6,520.0,1217.0,5285.0,0.15664917,0.22030653,12
106638,코카)코카콜라체리제로500ml,음료,탄산음료,콜라(중),2025-01-01 00:13:34,2025-12-31 23:30:52,364,12,20490.0,48920170.0,2387.5144,20677,255,450243.0,878708.0,3506282.0,150081.0,125529.71,116876.07,190.0,369.0,1474.0,0.22015294,0.29399142,20
160278,코카)파워에이드마운틴1.5L,음료,스포츠음료,스포츠음료(대),2025-01-01 00:19:29,2025-12-31 23:52:59,364,12,47416.0,166491410.0,3511.2917,40926,403,733894.0,1898848.0,7831524.0,244631.33,271264.0,261050.8,210.0,545.0,2255.0,0.23017399,0.35787275,21
062534,빙그레)메로나맛우유240ml,유음료,가공우유,기타,2025-01-01 00:15:41,2025-12-31 23:59:11,364,12,56778.0,99821176.0,1758.0961,53468,274,662400.0,1476082.0,6118653.0,220800.0,210868.86,203955.1,368.0,820.0,3404.0,0.32865062,0.30723938,22
105995,PB)밀크초코콘170ml,아이스크림,노벨티,콘,2025-01-01 00:08:40,2025-12-31 14:13:58,364,12,24715.0,77698610.0,3143.7834,21880,390,911196.0,2113310.0,8479825.0,303732.0,301901.44,282660.84,309.0,714.0,2863.0,0.25309828,0.317443,21
108713,빙그레)더단백멜론250ml,유음료,프로틴 음료,250ml 이상,2025-01-01 00:31:43,2025-12-31 22:57:28,364,12,25864.0,58013384.0,2243.0166,20490,355,447620.0,1006130.0,4251075.0,149206.67,143732.86,141702.5,206.0,463.0,1957.0,0.1499779,0.20451106,12
124553,빙그레)딥앤로우저당소프트멜론160ml,아이스크림,노벨티,펜슬,2025-03-20 09:27:20,2025-12-24 00:56:09,278,10,2129.0,5139766.0,2414.1692,1693,86,80919.0,223038.0,1302716.0,26973.0,31862.572,43423.867,25.0,69.0,431.0,0.29553953,0.3216411,21
104389,크라운)버터와플135g,과자,비스킷류,쿠키,2025-01-01 00:00:27,2025-12-31 23:22:46,364,12,18247.0,54403776.0,2981.519,17347,412,380049.0,873285.0,3648543.0,126683.0,124755.0,121618.1,128.0,294.0,1232.0,0.20936169,0.25599605,22
070742,서울)저지방우유1L,유음료,기능성우유,기능성 우유,2025-01-01 00:00:32,2025-12-31 23:38:30,364,12,28741.0,93928240.0,3268.0923,28343,230,806738.0,1943613.0,7976900.0,268912.66,277659.0,265896.66,246.0,596.0,2441.0,0.18000562,0.28954405,21
030219,CJ)모닝두부2000,신선,야채,두부/콩나물,2025-01-01 10:19:55,2025-12-31 19:17:06,364,12,12655.0,24977662.0,1973.7386,12083,133,189590.0,408239.0,1657094.0,63196.668,58319.855,55236.465,95.0,206.0,836.0,0.09175875,0.13100818,12
132201,농심)너구리큰사발,면,용기면,라면(대형컵),2025-01-01 00:05:17,2025-12-31 23:26:46,364,12,45946.0,82244460.0,1790.0244,45897,385,663542.0,1546002.0,6352507.0,221180.67,220857.42,211750.23,367.0,858.0,3538.0,0.22061157,0.27609813,12
123610,그린)더커진울진대게딱지장삼각,미반,삼각김밥,기타주먹밥(더커진삼각),2025-01-15 00:00:15,2025-12-31 23:46:37,350,12,116627.0,208179740.0,1785.0048,117314,435,2381998.0,5591661.0,20854344.0,793999.3,798808.7,695144.8,1335.0,3131.0,11692.0,0.17422496,0.23287638,12
125519,그린)불닭치킨유부말이,미반,초밥류,유부초밥,2025-05-21 00:02:21,2025-10-22 23:57:06,154,6,7990.0,19035476.0,2382.4126,8102,324,1069865.0,1851990.0,6169411.0,356621.66,264570.0,205647.03,452.0,780.0,2591.0,0.16010596,0.19722848,12
125159,그린)트윈샐러드샌드,조리빵,샌드위치,샌드위치,2025-04-23 00:02:49,2025-07-17 08:16:33,85,4,5598.0,19350476.0,3456.6768,5774,391,1855507.0,3571989.0,10056067.0,618502.3,510284.16,335202.22,538.0,1036.0,2912.0,0.14779337,0.19215615,8
115862,농심)자갈치90g,과자,스낵류,일반스낵,2025-01-01 00:12:03,2025-12-31 23:30:37,364,12,29140.0,48955730.0,1680.0181,28714,397,369661.0,873047.0,3830625.0,123220.336,124721.0,127687.5,222.0,523.0,2291.0,0.2567521,0.30673975,21
132813,농심)후루룩쌀곰탕(쌀국수),면,용기면,숙면/건면,2025-01-01 00:30:48,2025-12-31 23:35:18,364,12,13404.0,23917534.0,1784.3579,11277,262,238375.0,582511.0,2365449.0,79458.336,83215.86,78848.3,133.0,326.0,1326.0,0.1787237,0.20277905,12
132268,오뚜기)진라면순한맛소컵,면,용기면,라면(소형컵),2025-01-01 00:35:34,2025-12-31 23:54:23,364,12,37601.0,40169708.0,1068.315,34334,273,343999.0,806515.0,3227815.0,114666.336,115216.43,107593.836,348.0,813.0,3240.0,0.15258189,0.2889778,12
202100,팔도)비락식혜500ml,음료,전통음료,전통음료(중),2025-01-01 00:13:36,2025-12-31 23:52:08,364,12,18511.0,40977720.0,2213.6956,17550,217,168407.0,402929.0,2032404.0,56135.668,57561.285,67746.8,84.0,201.0,1014.0,0.22392993,0.32958266,21
062507,덴마크)드링킹복숭아275ml,유음료,요구르트,드링킹요구르트,2025-01-01 00:42:11,2025-12-31 23:01:35,364,12,19468.0,46476936.0,2387.3503,18074,285,315230.0,790254.0,3495603.0,105076.664,112893.43,116520.1,132.0,331.0,1464.0,0.19507267,0.23710383,8
106668,PB)바닐라라떼300ml,유음료,컵커피,300ml 이상,2025-01-01 00:54:34,2025-12-24 13:07:36,357,12,17962.0,41354430.0,2302.3289,14544,373,373903.0,839134.0,4282300.0,124634.336,119876.29,142743.33,172.0,385.0,1910.0,0.12483156,0.26356304,8
123141,서주)후르츄키위맛42g,과자,젤리류,국산젤리,2025-01-01 00:07:24,2025-12-25 20:37:54,358,12,2350.0,3942582.0,1677.6945,2059,233,125199.0,244206.0,1079578.0,41733.0,34886.57,35985.934,70.0,137.0,603.0,0.24887472,0.28781062,22
109285,CJ)백설한입쏙후랑크115g,냉장,냉장간식,햄/비엔나,2025-01-01 00:17:56,2025-12-31 22:50:43,364,12,4575.0,9385630.0,2051.504,2557,142,134300.0,299578.0,1166052.0,44766.668,42796.855,38868.4,67.0,150.0,584.0,0.32702067,0.29142424,19
220585,오뚜기)맛있는큰밥300g,가공식품,가공미반류,즉석밥,2025-01-01 00:03:32,2025-12-31 23:46:24,364,12,23106.0,64495550.0,2791.2903,15592,329,502144.0,1212328.0,5764380.0,167381.33,173189.72,192146.0,180.0,434.0,2062.0,0.21303147,0.27477255,19
141021,오뚜기)참치마요덮밥(컵밥),가공식품,가공미반류,즉석컵밥,2025-01-01 00:08:42,2025-12-31 19:03:56,364,12,3021.0,16171796.0,5353.127,3327,325,110600.0,221000.0,955242.0,36866.668,31571.428,31841.4,23.0,46.0,200.0,0.18000412,0.22620542,12
180762,진로)일품진로1924 375ml,전통주,소주,증류식소주,2025-01-01 00:19:50,2025-12-31 23:56:57,364,12,7932.0,106774820.0,13461.272,6717,337,884000.0,1963000.0,8524000.0,294666.66,280428.56,284133.34,68.0,151.0,656.0,0.3236044,0.32238144,21
190189,진로)참이슬오리지날640ml페트,전통주,소주,페트소주,2025-01-01 00:05:34,2025-12-31 23:39:24,364,12,52392.0,172022800.0,3283.3792,41647,220,1416000.0,3176700.0,14290500.0,472000.0,453814.28,476350.0,430.0,965.0,4339.0,0.28654572,0.3015164,19
052659,칠성)칸타타헤이즐넛230ml,즉석음료,파우치,아이스커피,2025-01-01 00:09:21,2025-12-31 23:27:08,364,12,49540.0,69469170.0,1402.2844,42638,441,254585.0,523013.0,2167635.0,84861.664,74716.14,72254.5,182.0,375.0,1557.0,0.12973206,0.28724393,12
062261,칠성)오가닉적포도&보라당근125m,유음료,냉장주스,냉장주스(소),2025-01-01 00:48:48,2025-12-31 23:09:32,364,12,23868.0,28470754.0,1192.842,16872,322,186632.0,368482.0,1646381.0,62210.668,52640.285,54879.367,125.0,247.0,1107.0,0.07452079,0.3659432,16
160051,칠성)칠성사이다1.5L,음료,탄산음료,사이다(대),2025-01-01 00:18:51,2025-12-31 23:55:02,364,12,20652.0,79811140.0,3864.5718,20748,427,812800.0,1770832.0,7675680.0,270933.34,252976.0,255856.0,209.0,457.0,1984.0,0.22046512,0.3547767,19
060716,빙그레)아카페라카라멜240ml,유음료,가공우유,기타,2025-01-01 06:22:59,2025-12-31 23:04:41,364,12,19694.0,29205380.0,1482.9583,14071,354,185800.0,446805.0,1840728.0,61933.332,63829.285,61357.6,110.0,273.0,1138.0,0.1362175,0.24972008,8
211384,빙그레)떡붕어싸만코150ml,아이스크림,노벨티,모나카,2025-01-01 00:03:06,2025-12-31 23:51:27,364,12,64716.0,157001940.0,2426.0142,51395,433,1255109.0,2551771.0,11844523.0,418369.66,364538.72,394817.44,575.0,1173.0,5444.0,0.27348265,0.3053701,21
113192,크라운)카라멜콘메이플1500,과자,스낵류,옥수수스낵,2025-01-01 00:10:31,2025-12-31 23:56:38,364,12,18458.0,27402334.0,1484.5776,17030,265,207332.0,505613.0,2210879.0,69110.664,72230.43,73695.97,139.0,340.0,1488.0,0.2703198,0.31052643,21
107466,PB)산리오K리그베리베리사우어젤리40g,과자,젤리류,국산젤리,2025-01-01 00:17:40,2025-11-04 10:15:53,307,11,1434.0,2141981.0,1493.7106,1297,182,60000.0,121500.0,471039.0,20000.0,17357.143,15701.3,40.0,81.0,315.0,0.242469,0.28727472,22
123615,서주)망고쏙연유바70ml,아이스크림,노벨티,바,2025-01-16 13:07:30,2025-12-30 20:17:21,348,12,4831.0,6147215.0,1272.4519,3776,134,46500.0,162783.0,900467.0,15500.0,23254.715,30015.566,31.0,109.0,606.0,0.34205946,0.31292918,22
162188,정화)세가지맛오징어36g,안주,오징어,오징어,2025-01-01 00:32:14,2025-12-31 23:38:36,364,12,6217.0,42921076.0,6903.824,6197,255,470400.0,959676.0,3866835.0,156800.0,137096.58,128894.5,68.0,139.0,565.0,0.36891347,0.3326842,21
