event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views,prev_weighted_interest_score,prev_unique_users,score_delta_vs_prev_month,unique_users_delta_vs_prev_month
2025-05,124390,필리치즈스테이크버거,조리빵,햄버거,1247,653,1473.0,1011,146,38,2025-05-01,14.4411,23.0,6,1450.0,647
2025-05,123741,엠즈)39저당딸기크림롤105g,디저트,냉장베이커리,1352,571,1477.0,1186,67,63,2025-05-01,5.6492,35.0,18,1442.0,553
2025-05,125341,맛장우맛자랑 반반제육,미반,도시락,1065,381,1433.0,764,223,26,2025-05-08,29.1885,1.0,1,1432.0,380
2025-05,111519,크라운)못말리는신짱1500,과자,스낵류,1053,327,1508.0,619,327,5,2025-05-01,52.8271,97.0,31,1411.0,296
2025-05,123549,해태)오사쯔빠스50g,과자,스낵류,1353,546,1806.0,878,332,25,2025-05-01,37.8132,413.0,152,1393.0,394
2025-05,070214,칠성)콜드오렌지900ml,유음료,냉장주스,1054,340,1417.0,705,254,15,2025-05-01,36.0284,28.0,7,1389.0,333
2025-05,106292,한양)꽃보다오징어숏바디150g,안주,오징어,1129,256,1382.5,956,136,18,2025-05-02,14.2259,11.0,6,1371.5,250
2025-05,124914,해태)부라보바닐라라이트160ml,아이스크림,노벨티,1034,370,1367.0,720,220,27,2025-05-02,30.5556,4.0,4,1363.0,366
2025-05,150446,나뚜루)녹차파인트,아이스크림,고급,1100,342,1365.0,784,213,15,2025-05-01,27.1684,14.0,7,1351.0,335
2025-05,106668,PB)바닐라라떼300ml,유음료,컵커피,1055,386,1415.0,723,244,16,2025-05-01,33.7483,89.0,43,1326.0,343
2025-05,106670,PB)카라멜마끼아또300ml,유음료,컵커피,1138,608,1381.0,913,159,19,2025-05-01,17.4151,60.0,22,1321.0,586
2025-05,160749,칠성)2%부족할때복숭아500ml,음료,스포츠음료,1874,609,2813.0,1086,613,21,2025-05-01,56.4457,1556.0,359,1257.0,250
2025-05,132161,농심)오징어짬뽕(소컵),면,용기면,932,250,1351.0,543,291,11,2025-05-01,53.5912,105.0,25,1246.0,225
2025-05,202387,칠성)펩시콜라제로355ml,음료,탄산음료,2329,799,3386.0,1368,720,33,2025-05-01,52.6316,2184.0,598,1202.0,201
2025-05,109616,PB)착한핫도그75g,냉동,조리냉동,1090,464,1339.0,804,173,43,2025-05-01,21.5174,162.0,49,1177.0,415
2025-05,124265,그린)스팸계란마요삼각,미반,삼각김밥,876,427,1158.0,607,199,8,2025-05-01,32.7842,4.0,1,1154.0,426
