keyword,tag,grade,include,빈도,purity,woe,단독성공률,delta,delta_cond,delta_pos,판정,suggested,예시제품,raw성공률,wilson,발표등급
마일드,neutral,,Y,6,0.3333403517800464,0.471464189385691,,,,,,,,0.333,0.097,
마제,neutral,,Y,2,0.5000077635052134,1.1646090914519966,,,,,,,,0.5,0.095,
마주앙,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
마카다미아,neutral,,Y,6,0.1666699623067682,-0.4448257521891666,,,,,,,,0.167,0.03,
마카로니,neutral,,Y,3,0.3333296775817871,0.4714638288865332,,,,,,,,0.333,0.061,
마카롱,neutral,,Y,20,0.3007985383450658,0.239662921733634,,,,,,,,0.3,0.145,
마쿠,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
마티니,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
마파,neutral,,Y,7,0.4285780446867028,0.876929097993955,,,,,,,,0.429,0.158,
막걸리,매개,T1,Y,30,0.160257838666439,-0.5699892382662936,0.167,0.0422,,1.0,매개,,더기와)말차막650ml(성공) / 우리술톡쏘는알밤동동(실패) / 서울탁)달밤장수막걸리750ml(성공),0.167,0.073,
막국수,neutral,,Y,6,0.1666728655495385,-0.4448257521891666,,,,,,,,0.167,0.03,
막창,neutral,,Y,5,0.2000030666588823,-0.2216823926747915,,,,,,,,0.2,0.036,
만두,neutral,,Y,50,0.211111432665773,-0.157144100833631,,,,,,,,0.2,0.112,
만쥬,mine,T1,Y,14,0.0357139891545698,-1.4744446761705818,0.071,-0.0435,,,진짜 악재(Δ<0),,세븐카페)단팥가득만쥬23g(실패) / 삼립)고구마인줄45g(실패) / 삼립)주종발효밤맛만쥬198g(성공),0.071,0.013,
만화,neutral,,Y,0,0.0,-14.262840509504269,,,,,,,,,,
말랑카우,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
말랑함,killer,T1,Y,48,0.7291683900984213,1.0420093128580494,0.458,-0.0087,,,killer_불명확(노이즈),유지,TXT별모아젤리별(성공) / 별모아젤리별(성공) / G)치로루초코인절미모찌35g(성공),0.458,0.326,보류
말먹,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
말벡,neutral,,Y,8,0.1250029318033775,-0.7812977696105239,,,,,,,,0.125,0.022,
말보로,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
말복,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
말이,neutral,,Y,8,0.5000059902667999,1.1646110706957709,,,,,,,,0.5,0.215,
말차,매개,T1,Y,125,0.1920008072629571,0.6290934722460063,0.384,0.0554,,1.0,매개,,가나디납복녹차(성공) / 가나디레몬녹차(성공) / 더기와)말차막650ml(성공),0.384,0.303,
맑음,neutral,,Y,3,0.3809528530590094,-0.339465494053229,,,,,,,,0.0,0.0,
맘모롤,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
맘모스,neutral,,Y,8,0.375002365559269,0.6537857384795798,,,,,,,,0.375,0.137,
맛,매개,T2,Y,60,0.2442535933819446,0.0545707436385763,0.333,0.0053,,0.75,매개,,가나디망고맛(성공) / PB)자이언츠새로온팅클메론맛60g(성공) / 가나디자몽맛(성공),0.333,0.227,
맛다시,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
맛살,neutral,,Y,4,0.2499970719219126,0.0659993601106803,,,,,,,,0.25,0.046,
맛술,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
맛요일,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
맛자랑,neutral,T2,Y,5,0.6000064015388489,1.5700753195552797,0.6,-0.0191,,,가짜(강등),강등검토(Δ≤0),APP예약)맛장우맛자랑 직화닭갈비(성공) / APP예약)맛장우맛자랑 부대볶음(실패) / APP예약)맛장우맛자랑 반반제육(실패),0.6,0.231,강등
맛장우,killer,T2,Y,20,0.4891257157505517,1.1646115105287351,0.5,0.0513,,,killer_확실,유지,APP예약)맛장우맛자랑 직화닭갈비(성공) / 롯데)맛장우맛자랑 부대볶음(성공) / 롯데)맛장우삼각더커진비빔참치(성공),0.5,0.299,강증거
맛집,neutral,,Y,4,0.2989089955050872,0.5013174672044363,,,,,,,,0.25,0.046,
맛탕,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
망고,매개,T2,Y,53,0.3209065014435595,0.3761543518598742,0.415,0.0219,,1.0,매개,,가나디망고드링크(성공) / 가나디망고맛(성공) / APP)아사이볼113g(성공),0.415,0.293,
매실,mine,T1,Y,11,0.0454556381499184,-1.9264297002772977,0.091,-0.0429,,,진짜 악재(Δ<0),,서울)올데이프룻매실제로250ml(성공) / 해태)후렌치파이매실맛192g(실패) / 아키)스파클링(우메)(실패),0.091,0.016,
매콤,killer,T1,Y,494,0.5001024852783598,0.1291500369953619,0.312,-0.004,,,killer_불명확(노이즈),유지,K리그)슛!더비라면(성공) / PB)K리그슛!팅클별매콤달콤60g(성공) / K리그)슛!팅떡볶이(매콤까르보맛)(성공),0.312,0.272,보류
매화수,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
맥반석,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
맥스봉,killer,T2,Y,6,0.6666704018911839,1.8577572922570955,0.667,-0.0012,,,killer_불명확(노이즈),유지,CJ)맥스봉오리지널70g(성공) / CJ)맥스봉고소한치즈후랑크65g(성공) / CJ)맥스봉진한풍미후랑크65g(성공),0.667,0.3,보류
맥시칸,neutral,,Y,12,0.0,-14.9559873703977,,,,,,,,0.0,0.0,
맥심,neutral,,Y,7,0.1428608915636076,-0.6271471811165447,,,,,,,,0.143,0.026,
맥앤치즈,neutral,,Y,11,0.0,-14.868976022468663,,,,,,,,0.0,0.0,
맥주,매개,T2,Y,87,0.2175137429980907,0.5299607375546975,0.322,0.0379,,1.0,매개,,베어스와글볼치즈(성공) / PB)최강록의리얼웨지감자45g(성공) / 데이지에일(성공),0.322,0.233,
맥캘란,neutral,,Y,5,0.2000001072883606,-0.2216823926747915,,,,,,,,0.2,0.036,
맹구,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
머그컵,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
머드하우스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
머랭,mine,T1,Y,4,0.1250018319114906,-0.2216823926747915,0.25,-0.0733,,,진짜 악재(Δ<0),,고운벗)말차머랭쿠키40g(실패) / 풀무원)요거톡레몬비스킷머랭126g(성공) / 고운벗)바나나머랭쿠키40g(실패),0.25,0.046,
머스타드,neutral,,Y,6,0.1666685293119269,-0.4448257521891666,,,,,,,,0.167,0.03,
머핀,neutral,,Y,5,0.4000024914742258,0.7591459421711628,,,,,,,,0.4,0.118,
먹방,neutral,,Y,3,0.2031159446635485,0.638518552261874,,,,,,,,0.0,0.0,
먹태,neutral,,Y,10,0.1000036627055306,-1.0326120761137116,,,,,,,,0.1,0.018,
메디웰,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
메로나,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
메를로,neutral,,Y,8,0.0,-14.550522422122803,,,,,,,,0.0,0.0,
메밀,neutral,,Y,8,0.3333347067237207,0.4714643696354804,,,,,,,,0.5,0.215,
메이지,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
메이커스마크,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
메이플,killer,T2,Y,4,0.3750031674279582,0.6537857384795798,0.75,0.0266,,,killer_확실,유지,PB)자이언츠쌔리라메이플볼60g(성공) / 크라운)카라멜콘메이플(대)154g(실패) / 엔제이)바움쿠헨메이플50g(성공),0.75,0.301,강증거
메추리알,neutral,,Y,1,0.2000001497566711,0.6946079811496415,,,,,,,,0.0,0.0,
메타몽,killer,T1,Y,5,0.8000026941299438,2.550902554822559,0.8,0.0315,,,killer_확실,유지,메타몽블루베리샌드(성공) / 삼립)떠롤에올라간메타몽80g(실패) / 메타몽돈까스정식(성공),0.8,0.376,강증거
멕시칸,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
멘치,neutral,,Y,2,0.4999998211860657,1.1646090914519966,,,,,,,,0.5,0.095,
멜라토닌,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
멜로디,neutral,,Y,2,0.1666550586624426,0.4714638288865332,,,,,,,,0.0,0.0,
멜론,매개,T1,Y,51,0.1470589273718801,0.2617439950276676,0.294,0.0704,,1.0,매개,,PB)자이언츠새로온팅클메론맛60g(성공) / 픽셀리)공룡메론소보로(성공) / 풍림)뵈르뵈르멜로망고푸딩90g(성공),0.294,0.187,
면,neutral,,Y,204,0.1984820116887845,0.0935060862028155,,,,,,,,0.265,0.209,
면역력,neutral,,Y,1,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
멸균,neutral,,Y,3,0.6666749119758606,1.8577556735124792,,,,,,,,0.667,0.208,
멸치,neutral,,Y,16,0.1875013893003937,-0.3017252344250306,,,,,,,,0.188,0.066,
명가,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
명동,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
명란,neutral,,Y,14,0.2857170647807966,1.1646114005704595,,,,,,,,0.571,0.326,
명륜진사갈비,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
명장,neutral,T1,Y,6,0.7045408781110397,2.3685833758054358,0.5,-0.0484,-0.025,,가짜(강등),강등검토(Δ≤0),현대)안유성명장샌드명란타마고(성공) / APP예약)안유성명장토핑유부초밥(성공) / APP예약)안유성명장김밥명란타마고(성공),0.5,0.188,강등
명절,neutral,,Y,27,0.0740750670708696,-1.3611164688030672,,,,,,,,0.074,0.021,
명태,neutral,,Y,7,0.1428557315043251,-0.6271471811165447,,,,,,,,0.143,0.026,
모구모구,neutral,,Y,6,0.3333377589782738,0.471464189385691,,,,,,,,0.333,0.097,
모나카,killer,T2,Y,11,0.5454607301136742,1.3469327195395848,0.545,-0.0017,,,killer_불명확(노이즈),유지,디저트39)저당팥모나카140ml(성공) / 디저트39)저당슈크림모나카140ml(성공) / 롯데)제로말차크림모나카140ml(성공),0.545,0.28,보류
모둠,neutral,,Y,6,0.0,-14.262840509504269,,,,,,,,0.0,0.0,
모스카토,neutral,,Y,12,0.0,-14.9559873703977,,,,,,,,0.0,0.0,
모짜렐라,mine,T1,Y,19,0.1052642220532811,-0.2216825711745511,0.211,0.0308,,,통계만(의심),,망곰이치즈피자(실패) / 디스이즈뉴치즈버거(실패) / APP예약)이정후치즈독(실패),0.211,0.085,
모찌,neutral,T1,Y,38,0.657898668690006,0.391421794423418,0.316,-0.0221,0.0053,,가짜(강등),강등검토(Δ≤0),쿠냥이의딸기모찌팬케이크(성공) / 딸기키티)초코베리모찌롤(성공) / 쿠숭이의초코모찌팬케이크(성공),0.316,0.191,강등
모찌리도후,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
모카,neutral,,Y,15,0.0666692554950714,-1.4744446761705818,,,,,,,,0.067,0.012,
모히또,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
목살,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
목장,neutral,,Y,0,0.299995981156826,0.3173137210582226,,,,,,,,,,
몬스터,매개,T2,Y,13,0.3846145730752029,0.6946078610997065,0.385,0.0302,,1.0,매개,,한도초과)몬스터3단버거(성공) / 한도초과)몬스터3단치킨버거(실패) / 남양)테이크핏몬스터고소한맛350ml(성공),0.385,0.177,
몬테스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
몬텔레나,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
몰리두커,neutral,,Y,4,0.500004179775528,1.1646104109470157,,,,,,,,0.5,0.15,
몰티저스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
몽블랑,neutral,,Y,6,0.1666660457849502,-0.4448257521891666,,,,,,,,0.167,0.03,
몽쉘,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
무,neutral,,Y,8,0.1249995259567989,-0.7812977696105239,,,,,,,,0.125,0.022,
무국,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
무말랭이,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
무뼈,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
무스,killer,T2,Y,9,0.5555650409725684,1.3877545621599967,0.556,0.0174,,,killer_확실,유지,말차무스쫀덕케(성공) / 초코무스쫀덕케(성공) / 풍림)뵈르뵈르초코딥무스푸딩90g(성공),0.556,0.267,강증거
무지방,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
무화과,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
묵은지,neutral,,Y,7,0.2857190817594528,0.2483208298713158,,,,,,,,0.286,0.082,
묵직함,neutral,,Y,31,0.2758074749374387,-0.48404687983177,,,,,,,,0.452,0.292,
문어,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
물,neutral,,Y,41,0.2038746605433005,-0.2316329516279015,,,,,,,,0.22,0.12,
뮤지컬,neutral,,Y,0,0.138887988093049,-0.6599374459476466,,,,,,,,,,
미각,killer,T2,Y,8,0.6249995660036867,1.6754363149454683,0.625,0.0752,,,killer_확실,유지,삼립)미각카이막꿀치즈케익100g(성공) / 삼립)미각초코카스테라롤128g(성공) / 삼립)미각아몬드초코브레드90g(성공),0.625,0.306,강증거
미고랭,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
미국,neutral,,Y,6,0.3333415190377605,0.471464189385691,,,,,,,,0.333,0.097,
미꾸라지,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
미나리,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
미네랄,neutral,,Y,5,0.2000033617020655,-0.2216823926747915,,,,,,,,0.2,0.036,
미노리키친,neutral,,Y,5,0.4000014722347479,0.7591459421711628,,,,,,,,0.4,0.118,
미림,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
미소,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
미역,killer,T2,Y,7,0.571436409439009,1.4522928234812424,0.571,0.1557,,,killer_확실,유지,썬푸드)소칸미역줄기30g(성공) / PB)럭히밥든든미역꾹밥225g(성공) / 롯데)진국소고기미역국밥45g(성공),0.571,0.25,강증거
미쯔,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
미트,neutral,,Y,16,0.2500011203810698,0.0659994213605855,,,,,,,,0.25,0.102,
믹스,neutral,,Y,37,0.162164578466028,-0.4776159290536832,,,,,,,,0.162,0.077,
민물,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
민물장어,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
민트,neutral,,Y,5,0.0,-14.262840509504269,,,,,,,,0.0,-0.0,
밀,neutral,,Y,19,0.2724120601791866,0.2300972578349172,,,,,,,,0.263,0.118,
밀감,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
밀카,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
밀크,neutral,,Y,68,0.2647064836860662,0.142960472693375,,,,,,,,0.265,0.174,
밀키스,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
밀키트,neutral,,Y,5,0.1494214099571731,0.5515071898025449,,,,,,,,0.0,-0.0,
밈,neutral,,Y,0,0.0,-13.164229499501188,,,,,,,,,,
바,killer,T2,Y,139,0.3723038064316503,0.2400221889915262,0.245,0.0046,,,killer_불명확(노이즈),유지,가나디바나링(성공) / 서주)말차바75ml(성공) / 롯데)가나초코바자이언츠기획(4입)(성공),0.245,0.181,보류
바게트,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
바구니,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
바나나,neutral,,Y,66,0.3007700441168843,0.3008390230840134,,,,,,,,0.303,0.206,
바닐라,neutral,,Y,89,0.2356247436686044,0.0014609205696748,,,,,,,,0.236,0.16,
바베큐,neutral,,Y,15,0.0666686127582605,-1.4744446761705818,,,,,,,,0.067,0.012,
바비큐,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
바삭,killer,T2,Y,443,0.4349109846916406,0.3836031902867776,0.305,-0.0023,,,killer_불명확(노이즈),유지,픽셀리꿀단지스낵(성공) / PB)K리그슛!팅클별매콤달콤60g(성공) / KBO)삼성라이온즈블루베리패스츄리100g(성공),0.305,0.264,보류
바세츠,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
바스켓,neutral,,Y,2,0.5000086873767171,1.1646090914519966,,,,,,,,0.5,0.095,
바스크,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
바싹,neutral,,Y,2,0.5000234246253967,1.1646090914519966,,,,,,,,0.5,0.095,
바지락,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
바질,neutral,,Y,11,0.2575744717297085,-0.4448259670888502,,,,,,,,0.182,0.051,
바크,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
바프,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
박카스,killer,T1,Y,5,0.8000005275011219,2.550902554822559,0.8,0.0672,,,killer_확실,유지,동아)박카스F120ml10입(판매전용) (성공) / 동아)박카스F120ml 20입(판매전용) (성공) / 얼박사박카스(성공),0.8,0.376,강증거
반미,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
반반,neutral,,Y,10,0.2000021681190021,-0.2216825116745991,,,,,,,,0.2,0.057,
반숙,매개,T2,Y,10,0.4000009685754992,0.7591462822540175,0.4,0.0133,,1.0,매개,,행복담기)동의반숙란2입(성공) / CJ)1등급반숙대란2구(성공) / 풍림)집대성의바로먹는깐반숙란96g(성공),0.4,0.168,
반짝임,neutral,,Y,0,0.39999945461748,0.7591464863038833,,,,,,,,,,
반찬,매개,T1,Y,59,0.2055075008233077,0.3804927452883812,0.322,0.0432,,1.0,매개,,APP예약)기사식당 바싹불고기(성공) / 롯데)맛장우맛자랑 부대볶음(성공) / 맛제일)3900스팸&비엔나도시락(성공),0.322,0.217,
발렌타인,neutral,,Y,29,0.3448335011967662,0.5227577620782371,,,,,,,,0.345,0.199,
발사믹,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
발아,neutral,,Y,3,0.3333351016044616,0.4714638288865332,,,,,,,,0.333,0.061,
발포주,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
발효,killer,T2,Y,7,0.3571402457143384,1.1646112026456217,0.714,0.0972,,,killer_확실,유지,삼립)주종발효카스타드크림빵105g(성공) / 삼립)주종발효초코크림소보루85g(성공) / 삼립)주종발효완듀앙금소보루95g(성공),0.714,0.359,강증거
밤,neutral,,Y,21,0.1785726932409972,-0.3169927454425096,,,,,,,,0.19,0.077,
밥,neutral,,Y,345,0.2583517348331164,0.0338865903716144,,,,,,,,0.238,0.196,
밥도둑,neutral,T2,Y,5,0.600008988380566,1.5700753195552797,0.6,-0.0331,,,가짜(강등),강등검토(Δ≤0),CJ)비비고김치볶음150g(성공) / 광천)소문난광천김5g(9입)(성공) / 롯데)밥먹자얘들아(성공),0.6,0.231,강등
방앗간,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
배,neutral,,Y,4,0.5000046640633147,1.1646104109470157,,,,,,,,0.5,0.15,
배달,neutral,,Y,0,0.0,-13.569693968277042,,,,,,,,,,
배비치,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
배추,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
백,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
백미,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
백반,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
백숙,neutral,,Y,3,0.3333370983600616,0.4714638288865332,,,,,,,,0.333,0.061,
백주,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
밸런스밀,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
버거,neutral,T2,Y,100,0.3728763147065734,0.5854087945810476,0.24,-0.0818,-0.0391,,가짜(강등),강등검토(Δ≤0),그린)디지게매운통치킨버거(양념맛)(성공) / 5단턱돌이버거(성공) / APP예약)이정후치즈폭탄버거(실패),0.24,0.167,강등
버번,neutral,,Y,29,0.1379331510899001,-0.6679695874929875,,,,,,,,0.138,0.055,
버블,neutral,,Y,5,0.4000071346760859,0.7591459421711628,,,,,,,,0.4,0.118,
버섯,neutral,,Y,14,0.1190483650517879,0.2091002297410111,,,,,,,,0.357,0.163,
버추얼,neutral,,Y,0,0.4444391483235613,0.9414679451562084,,,,,,,,,,
버터,neutral,,Y,136,0.1742228118775583,0.1337720561267915,,,,,,,,0.301,0.231,
버팔로,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
번,neutral,,Y,4,0.2500069178641873,0.0659993601106803,,,,,,,,0.25,0.046,
벌꿀,neutral,,Y,4,0.2500042989851325,0.0659993601106803,,,,,,,,0.25,0.046,
벌집,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
벚꽃,neutral,,Y,3,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
베노프,neutral,,Y,3,0.666669487953186,1.8577556735124792,,,,,,,,0.667,0.208,
베르가못,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
베르멘티노,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
베리,neutral,,Y,60,0.3833350519960957,0.6891879820980875,,,,,,,,0.383,0.271,
베린저,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
베어풋,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
베어플래그,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
베이글,neutral,,Y,26,0.1538467266811945,-0.5401362369067356,,,,,,,,0.154,0.061,
베이커리,neutral,,Y,7,0.2917440978414098,0.2458750114810974,,,,,,,,0.286,0.082,
베이컨,neutral,,Y,21,0.2380968403247784,0.0014609202896747,,,,,,,,0.238,0.106,
베이크,neutral,,Y,14,0.1428565542612713,-0.6271474599494942,,,,,,,,0.143,0.04,
베지,neutral,,Y,3,0.6666754186153412,1.8577556735124792,,,,,,,,0.667,0.208,
베지밀,neutral,,Y,5,0.2000003784894999,-0.2216823926747915,,,,,,,,0.2,0.036,
베트남,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
벤엔제리스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
벨기에,neutral,,Y,3,0.333333889643318,0.4714638288865332,,,,,,,,0.333,0.061,
벨지안,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
벽돌,neutral,,Y,7,0.4285698554346008,0.876929097993955,,,,,,,,0.429,0.158,
보드카,neutral,,Y,7,0.1428620815277099,-0.6271471811165447,,,,,,,,0.143,0.026,
보르도,neutral,,Y,17,0.0588243312257267,-1.6079760345451133,,,,,,,,0.059,0.01,
보름달,neutral,T2,Y,5,0.6000000745058048,1.5700753195552797,0.6,-0.0157,,,가짜(강등),강등검토(Δ≤0),삼립)커스타드보름달88g(성공) / 삼립)끼리크림치즈보름달88g(성공) / 삼립)알로하코코넛보름달88g(실패),0.6,0.231,강등
보리,neutral,,Y,14,0.2142878824047972,-0.1346712034121968,,,,,,,,0.214,0.076,
보성,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
보약,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
보양식,mine,T1,Y,22,0.0454552298919644,-1.2332831182168154,0.091,-0.02,,,진짜 악재(Δ<0),,순살갈비탕(실패) / 명품갈비탕(실패) / 국내산스모크훈제닭다리(실패),0.091,0.025,
보이차,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
보졸레,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
복날,neutral,,Y,13,0.0,-15.0360300534815,,,,,,,,0.0,0.0,
복분자,neutral,,Y,7,0.1428552589245924,-0.6271471811165447,,,,,,,,0.143,0.026,
복숭아,neutral,,Y,82,0.0934969840147736,0.1569712111375625,,,,,,,,0.28,0.195,
볶음,neutral,,Y,118,0.2307965044546663,0.0502510842216068,,,,,,,,0.297,0.222,
볶이,neutral,,Y,10,0.2000056758523833,-0.2216825116745991,,,,,,,,0.2,0.057,
본탄아메,neutral,,Y,1,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
볼케이노,neutral,,Y,3,0.6666588087874296,1.8577556735124792,,,,,,,,0.667,0.208,
봄,neutral,,Y,2,0.5000006258487328,1.1646090914519966,,,,,,,,0.5,0.095,
봉,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
부각,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
부대,neutral,,Y,12,0.1666727301972832,-0.4448259670888502,,,,,,,,0.167,0.047,
부드러움,killer,T2,Y,687,0.382369466844748,0.0887893590836276,0.424,0.0244,,,killer_확실,유지,PB)K리그슛!소보로빵75g(성공) / KBO)삼성라이온즈블루베리패스츄리100g(성공) / PB)K리그슛!허니카라멜팝콘75g(성공),0.424,0.387,보통증거
부라보,neutral,,Y,2,0.5000073909759521,1.1646090914519966,,,,,,,,0.5,0.095,
부르고뉴,neutral,,Y,5,0.2000028192996978,-0.2216823926747915,,,,,,,,0.2,0.036,
부리또,neutral,,Y,8,0.3750020470470495,0.6537857384795798,,,,,,,,0.375,0.137,
부산,neutral,,Y,5,0.1999976098536732,-0.2216823926747915,,,,,,,,0.2,0.036,
부적,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
부채살,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
부추,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
부케,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
북어,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
분식,neutral,,Y,21,0.1964052211761085,-0.4448260745387712,,,,,,,,0.143,0.05,
분홍,neutral,,Y,1,0.6666551182665693,1.1646104109470157,,,,,,,,1.0,0.207,
불,매개,T2,Y,44,0.159094399476105,0.3696818173335364,0.318,0.0339,,1.0,매개,,한도초과)숯불향가득불고기김밥(성공) / APP예약)기사식당 바싹불고기(성공) / APP예약)맛장우맛자랑 직화닭갈비(성공),0.318,0.2,
불가리스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
불고기,neutral,,Y,74,0.1689212295395397,0.4714645210454122,,,,,,,,0.338,0.24,
불닭,neutral,,Y,51,0.3480411516137636,-0.1116817249195097,,,,,,,,0.196,0.11,
불범,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
붓세,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
