inventory_search_string,search_string_norm,mapped_pos_item_code,mapped_item_name,mapped_category_hierarchy,category_l,category_m,match_type,match_score,search_count,unique_users
Kbo,kbo,126606,KBO미키마우스)머리띠_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126669,KBO미키마우스)아크릴키링(투수)_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126590,KBO미키마우스)키움 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,126665,KBO미키마우스)아크릴키링(타자)_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126625,KBO미키마우스)네임택_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,128490,KBO프로야구카드플러스(20팩),문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126636,KBO미키마우스)유니폼 짐색,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,126593,KBO미키마우스)키움 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,125401,KBO)463카라멜땅콩베이스샌드160g,빵>간식빵>샌드빵,빵,간식빵,item_startswith_search,90,15808,5278
Kbo,kbo,126674,KBO미키마우스)아크릴키링(투수)_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,124682,KBO)삼립키움히어로즈자색고구마팡100g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,15808,5278
Kbo,kbo,126608,KBO미키마우스)머리띠_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126670,KBO미키마우스)아크릴키링(투수)_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126589,KBO미키마우스)NC 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,126666,KBO미키마우스)아크릴키링(타자)_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,125581,KBO)돌직구딸기잼비스킷130g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,15808,5278
Kbo,kbo,126594,KBO미키마우스)키움 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,126662,KBO미키마우스)아크릴키링(타자)_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,15808,5278
Kbo,kbo,126659,KBO미키마우스)아크릴키링(타자)_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126651,KBO미키마우스)인형키링_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126676,KBO미키마우스)아크릴키링(투수)_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,124677,KBO)삼립삼성라이온즈블루베리패스츄리100g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,15808,5278
Kbo,kbo,126607,KBO미키마우스)네임택_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126630,KBO미키마우스)네임택_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,126581,KBO미키마우스)두산 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,126576,KBO미키마우스)삼성 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,15808,5278
Kbo,kbo,126619,KBO미키마우스)인형_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,15808,5278
Kbo,kbo,125655,동국)KBO마데카쿨링패치(삼성)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125652,동국)KBO마데카쿨링패치(NC)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125658,동국)KBO마데카쿨링패치(한화)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125865,2025KBO오피셜컬렉션카드,문구/완구>일반완구>일반완구,문구/완구,일반완구,search_in_item,80,15808,5278
Kbo,kbo,125654,동국)KBO마데카쿨링패치(KT)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125653,동국)KBO마데카쿨링패치(롯데)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125657,동국)KBO마데카쿨링패치(LG)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125659,동국)KBO마데카쿨링패치(KIA)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
Kbo,kbo,125656,동국)KBO마데카쿨링패치(두산)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,15808,5278
우진,우진,128531,우진)마르퀴스 드 깔롱세귀르21,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,124510,우진)지오도BDM 18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,105743,우진)샤또샤스스플린21,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,125476,우진)샤또깡뜨낙브라운 21,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,108364,우진)루첸테 750ml,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,124511,우진)르볼테21/22 750ml,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,105742,우진)샤또뽕떼까네19,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,124513,우진)루체 21 750ml,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,108365,우진)지오도라퀸타20/21 750ml,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,105741,우진)루이로드레크리스탈15,양주와인>와인>스파클링(샴페인),양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,125475,우진)샤또라그랑주 19,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,107203,우진)조셉페리에로얄브뤼750ml,양주와인>와인>스파클링(샴페인),양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,105745,우진)샤또도작21,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12811,2470
우진,우진,125474,우진)샤또꾸떼16,양주와인>와인>화이트,양주와인,와인,item_startswith_search,90,12811,2470
앙리마티스,앙리마티스,192098,앙리마티스나디아(화이트),양주와인>와인>화이트,양주와인,와인,item_startswith_search,90,12771,5005
앙리마티스,앙리마티스,128896,앙리마티스)하트와인볼(로제)500ml캔,양주와인>하이볼>국산하이볼,양주와인,하이볼,item_startswith_search,90,12771,5005
앙리마티스,앙리마티스,123396,앙리마티스)와인볼(레드)500ml캔,양주와인>하이볼>국산하이볼,양주와인,하이볼,item_startswith_search,90,12771,5005
앙리마티스,앙리마티스,123397,앙리마티스)와인볼(화이트)500ml캔,양주와인>하이볼>국산하이볼,양주와인,하이볼,item_startswith_search,90,12771,5005
앙리마티스,앙리마티스,125955,앙리마티스)와인볼쇼비뇽블랑500ml캔,양주와인>하이볼>국산하이볼,양주와인,하이볼,item_startswith_search,90,12771,5005
앙리마티스,앙리마티스,192102,앙리마티스하트750ml,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,12771,5005
앙리마티스,앙리마티스,062575,PB)앙리마티스카페라떼250ml,유음료>컵커피>300ml 미만,유음료,컵커피,search_in_item,80,12771,5005
앙리마티스,앙리마티스,191618,롯데)앙리마티스나디아(화이트)7,양주와인>와인>화이트,양주와인,와인,search_in_item,80,12771,5005
앙리마티스,앙리마티스,062576,PB)앙리마티스바닐라라떼250ml,유음료>컵커피>300ml 미만,유음료,컵커피,search_in_item,80,12771,5005
앙리마티스,앙리마티스,191617,롯데)앙리마티스카티아(레드)750,양주와인>와인>레드,양주와인,와인,search_in_item,80,12771,5005
앙리마티스,앙리마티스,191852,롯데)앙리마티스하트750ml,양주와인>와인>레드,양주와인,와인,search_in_item,80,12771,5005
앙리마티스,앙리마티스,192578,무학)앙리마티스보히가스에디션,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,12771,5005
앙리마티스,앙리마티스,192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인>와인>화이트,양주와인,와인,search_in_item,80,12771,5005
앙리마티스,앙리마티스,108606,롯데)앙리마티스트리벤토재즈750ml,양주와인>와인>레드,양주와인,와인,search_in_item,80,12771,5005
지오도,지오도,124510,우진)지오도BDM 18,양주와인>와인>레드,양주와인,와인,search_in_item,80,12260,3591
지오도,지오도,108365,우진)지오도라퀸타20/21 750ml,양주와인>와인>레드,양주와인,와인,search_in_item,80,12260,3591
오하요,오하요,123101,G)오하요저지우유푸딩115g,디저트>젤리>푸딩,디저트,젤리,search_in_item,80,10151,2530
샤또,샤또,124332,샤또 레오빌라스까스 18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,124327,샤또 브랑깡뜨냑18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,124331,샤또 몽로즈 18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,124329,샤또 라퐁로쉐18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,124330,샤또 꼬스데스뚜르넬18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,124329,샤또 라퐁로쉐18 (선물추천),양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,191225,샤또에메750ml,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,125972,샤또까망삭20,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,191970,샤또 생 미셸 리슬링 *2입,양주와인>와인>화이트,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,124328,샤또 피숑롱그빌바롱18,양주와인>와인>레드,양주와인,와인,item_startswith_search,90,10144,3291
샤또,샤또,123369,비네암 샤또 그랑 페랑 테르 아무레즈,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,105742,우진)샤또뽕떼까네19,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,125475,우진)샤또라그랑주 19,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,105745,우진)샤또도작21,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,125474,우진)샤또꾸떼16,양주와인>와인>화이트,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,105743,우진)샤또샤스스플린21,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,123451,비네암 샤또 그랑 페랑 AOC 보르도,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,105746,지비)샤또딸보2021,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,125476,우진)샤또깡뜨낙브라운 21,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
샤또,샤또,190517,아영)샤또기봉레드750ml,양주와인>와인>레드,양주와인,와인,search_in_item,80,10144,3291
드보,드보,192655,무학)드보밀레짐빈티지14,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,10036,2682
드보,드보,124779,언노운)드보뀌베D블랑드블랑750ml,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,10036,2682
드보,드보,128080,1865 설렉티드 보스턴백,양주와인>와인>레드,양주와인,와인,search_in_item,80,10036,2682
드보,드보,192160,CSR)몰리두커블루아이드보이,양주와인>와인>레드,양주와인,와인,search_in_item,80,10036,2682
드보,드보,106071,언노운)드보오마주오리지널브뤼750ml,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,10036,2682
드보,드보,192580,무학)드보뀌베D 750ml,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,10036,2682
드보,드보,116504,언노운)드보스테노페13,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,10036,2682
드보,드보,106073,언노운)드보오마주블랑드누아750ml,양주와인>와인>스파클링(샴페인),양주와인,와인,search_in_item,80,10036,2682
드보,드보,128185,삼립)커스타드보름달88g,빵>간식빵>간식용케익,빵,간식빵,search_in_item,80,10036,2682
닭가슴살,닭가슴살,109671,닭가슴살햄듬뿍샌드,조리빵>샌드위치>기타 ,조리빵,샌드위치,item_startswith_search,90,8157,2732
닭가슴살,닭가슴살,123504,닭가슴살스테이크도시락,미반>도시락>기타,미반,도시락,item_startswith_search,90,8157,2732
닭가슴살,닭가슴살,123655,닭가슴살잡곡샌드,조리빵>샌드위치>기타 ,조리빵,샌드위치,item_startswith_search,90,8157,2732
닭가슴살,닭가슴살,123651,하림)맛닭가슴살새우100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,600342,하림)닭가슴살단백질바(베리),과자>프로틴/시리얼>영양바류,과자,프로틴/시리얼,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123503,롯데)더커진닭가슴살잡곡밥삼각,미반>삼각김밥>기타주먹밥(더커진삼각),미반,삼각김밥,search_in_item,80,8157,2732
닭가슴살,닭가슴살,141780,CJ)스팸닭가슴살200g,가공식품>캔>육가공캔,가공식품,캔,search_in_item,80,8157,2732
닭가슴살,닭가슴살,108590,PB)착한닭가슴살(오리지널),냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,413410,동원)뉴트리플랜참치와닭가슴살_H,일용잡화>반려동물용품>반려묘,일용잡화,반려동물용품,search_in_item,80,8157,2732
닭가슴살,닭가슴살,124540,그린)닭가슴살몸짱버거,조리빵>햄버거>햄버거,조리빵,햄버거,search_in_item,80,8157,2732
닭가슴살,닭가슴살,132888,CJ)더건강한저당닭가슴살숯불치킨맛120g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073305,CJ)닭가슴살소시지(청양고추)80g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073501,동원)황금치킨닭가슴살오리지널,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123500,롯데)닭가슴살스테이크도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,8157,2732
닭가슴살,닭가슴살,109628,그린)닭가슴살햄듬뿍샌드,조리빵>샌드위치>샌드위치,조리빵,샌드위치,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073092,하림)닭가슴살리얼바블랙페퍼80g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,109545,하림)맛닭가슴살바베큐맛100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,124389,CJ)닭가슴살순살청양100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,132890,CJ)더건강한저당닭가슴살데리야끼맛120g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073502,동원)황금치킨닭가슴살블랙페퍼,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,413560,마즈)쉬바참치와닭가슴살70g_H,일용잡화>반려동물용품>반려묘,일용잡화,반려동물용품,search_in_item,80,8157,2732
닭가슴살,닭가슴살,133082,리치)철판닭가슴살100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,108589,PB)착한닭가슴살(블랙페퍼),냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,600341,하림)닭가슴살단백질바(너츠),과자>프로틴/시리얼>영양바류,과자,프로틴/시리얼,search_in_item,80,8157,2732
닭가슴살,닭가슴살,108522,그린)스팸닭가슴살데리마요덮밥,미반>도시락>도시락,미반,도시락,search_in_item,80,8157,2732
닭가슴살,닭가슴살,109624,그린)케이준치킨통닭가슴살버거,조리빵>햄버거>햄버거,조리빵,햄버거,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073649,CJ)닭가슴살순살케이준100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123973,씨드)리얼닭가슴살칩오리지널30g,안주>스낵안주>일반스낵,안주,스낵안주,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073241,CJ)닭가슴살소시지80g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,124383,대림)안심닭가슴살(마일드)100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,124384,대림)안심닭가슴살(블랙페퍼)100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123598,롯데)닭가슴살잡곡샌드,조리빵>샌드위치>샌드위치,조리빵,샌드위치,search_in_item,80,8157,2732
닭가슴살,닭가슴살,129638,CJ)더건강한촉촉닭가슴살100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,127491,고래사)닭가슴살치즈바65g,냉장>냉장간식>소형바,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123502,롯데)홀그레인머스타드닭가슴살김밥,미반>김밥>말이김밥,미반,김밥,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073456,PB)닭가슴살리얼바허브80g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123619,홀그레인머스타드닭가슴살김밥,미반>김밥>말이김밥,미반,김밥,search_in_item,80,8157,2732
닭가슴살,닭가슴살,072979,하림)닭가슴살리얼바오리지널80g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,073125,하림)닭가슴살블랙페퍼100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,072746,하림)닭가슴살갈릭100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,123652,하림)맛닭가슴살오징어100g,냉장>냉장간식>냉장 프로틴,냉장,냉장간식,search_in_item,80,8157,2732
닭가슴살,닭가슴살,124727,SB)닭가슴살타코랩샌드,조리빵>샐러드모닝랩>샐러드랩,조리빵,샐러드모닝랩,search_in_item,80,8157,2732
르볼테,르볼테,124511,우진)르볼테21/22 750ml,양주와인>와인>레드,양주와인,와인,search_in_item,80,7852,2312
도시락,도시락,014383,가득담은5찬도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834917,5월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,240513,PB)참고소한도시락김5g,조미료/건물>건해산물>농수산건물,조미료/건물,건해산물,search_in_item,80,7379,3681
도시락,도시락,128686,롯데)제주흑돼지불백도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123654,맛장우도시락 오늘은소불고기닭!,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,129370,오리불고기&왕교자도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,109362,7찬도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,128136,한도초과)고민할필요없는도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,109029,맛장우도시락 올데이뷔페,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,151698,동원)들기름도시락김9입,조미료/건물>건해산물>농수산건물,조미료/건물,건해산물,search_in_item,80,7379,3681
도시락,도시락,127206,총동원)그릴리직화후랑크&제육도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,125392,롯데)탱글쏘야&불고기도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,125341,5월 도시락 구독(첫구독100원),,,,search_in_item,80,7379,3681
도시락,도시락,128800,제주흑돼지불백도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,125774,6월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,124530,선물_구독_도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,126321,이정후)포크바베큐플래터도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,013794,밥먹자얘들아 도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,129636,맛제일)3900스팸&비엔나도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,108494,맛장우도시락 고기(肉)올인원,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123500,롯데)닭가슴살스테이크도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,107478,롯데)고기(肉)맥시멈도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123094,1월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,125516,롯데)트러플촉촉함박도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123599,그린)맛장우도시락 오늘은소불고기닭!,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123554,롯데)11찬도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123553,롯데)가득담은5찬도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,128967,뷔페한상 11찬도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,126312,7월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,133111,반반제육&쏘야도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,127889,한도초과)고민할필요없는도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,125676,트러플촉촉함박도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,132897,그린)반반제육&쏘야도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,128430,그린)오색찬란풍성한상도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,107585,고기(肉)맥시멈도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,127104,총동원)그릴리직화후랑크&제육도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,122982,럭히밥 대왕돈까스도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,123552,롯데)7찬도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,128505,10월 도시락 구독(첫구독100원),,,,search_in_item,80,7379,3681
도시락,도시락,128899,그린)뷔페한상 11찬도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834929,10월 도시락 구독(구독료반값),,,,search_in_item,80,7379,3681
도시락,도시락,128505,오색찬란풍성한상도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,129525,롯데)깐부도시락(깐풍기&마파두부),미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,108773,롯데)의성마늘햄&직꾸닭도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,125393,탱글쏘야&불고기도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,118616,그린)럭히밥 대왕돈까스도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,108851,현대)맛장우도시락 올데이뷔페,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,014410,롯데)함박&부대볶음 5찬도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,124372,현대)제일맛집도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,210332,팔도)도시락,면>용기면>라면(소형컵),면,용기면,search_in_item,80,7379,3681
도시락,도시락,125773,흑돼지고추장불고기도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834926,11월 도시락 구독(구독료 반값),,,,search_in_item,80,7379,3681
도시락,도시락,012679,11찬 도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,124150,롯데)함박&부대볶음 5찬도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,107478,롯데)맛장우도시락 고기(肉)맥시멈,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,014277,제일맛집도시락2.0,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834845,3월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,124446,3월 도시락 구독(100원),,,,search_in_item,80,7379,3681
도시락,도시락,127354,롯데)고기(肉)올인원도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,133088,롯데)로스트치킨&미트볼도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,124446,제일맛집도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834929,7월 도시락 구독(700원),,,,search_in_item,80,7379,3681
도시락,도시락,129366,맛제일)오리불고기&왕교자도시락,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,014637,그린)제일맛집도시락2.0,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,108401,롯데)맛장우도시락 고기(肉)올인원,미반>도시락>도시락,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834917,10월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,128967,11월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,129692,3900스팸&비엔나도시락,미반>도시락>기타,미반,도시락,search_in_item,80,7379,3681
도시락,도시락,834915,11월 도시락 구독(첫구독 100원),,,,search_in_item,80,7379,3681
도시락,도시락,124534,4월 도시락 구독,,,,search_in_item,80,7379,3681
도시락,도시락,129591,12월 도시락 구독,,,,search_in_item,80,7379,3681
