event_date,mapped_pos_item_code,mapped_item_name,category_l,category_m,match_type,match_score,inventory_search_count,inventory_search_users,representative_search_string
2025-03-24,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,80,63,러시안잭 쇼비뇽블랑
2025-03-25,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,101,75,러시안잭 쇼비뇽블랑
2025-03-26,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,67,55,러시안잭 쇼비뇽블랑
2025-03-27,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,72,52,러시안잭 쇼비뇽블랑
2025-03-28,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,89,68,러시안잭 쇼비뇽블랑
2025-03-29,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,62,49,러시안잭 쇼비뇽블랑
2025-03-30,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,48,39,러시안잭 쇼비뇽블랑
2025-03-31,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,59,48,러시안잭 쇼비뇽블랑
2025-04-01,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,54,45,러시안잭 쇼비뇽블랑
2025-04-02,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,73,54,러시안잭 쇼비뇽블랑
2025-04-03,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,63,44,러시안잭 쇼비뇽블랑
2025-04-04,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,59,50,러시안잭 쇼비뇽블랑
2025-04-05,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,60,46,러시안잭 쇼비뇽블랑
2025-04-06,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,56,43,러시안잭 쇼비뇽블랑
2025-04-07,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,59,42,러시안잭 쇼비뇽블랑
2025-04-08,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,57,44,러시안잭 쇼비뇽블랑
2025-04-09,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,84,63,러시안잭 쇼비뇽블랑
2025-04-10,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,65,54,러시안잭 쇼비뇽블랑
2025-04-11,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,71,54,러시안잭 쇼비뇽블랑
2025-04-12,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,60,50,러시안잭 쇼비뇽블랑
2025-04-13,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,59,42,러시안잭 쇼비뇽블랑
2025-04-14,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,53,44,러시안잭 쇼비뇽블랑
2025-04-15,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,54,40,러시안잭 쇼비뇽블랑
2025-04-16,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,47,43,러시안잭 쇼비뇽블랑
2025-04-17,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,64,49,러시안잭 쇼비뇽블랑
2025-04-18,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,65,55,러시안잭 쇼비뇽블랑
2025-04-19,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,39,35,러시안잭 쇼비뇽블랑
2025-04-20,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,31,27,러시안잭 쇼비뇽블랑
2025-04-21,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,13,11,러시안잭 쇼비뇽블랑
2025-04-22,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,10,8,러시안잭 쇼비뇽블랑
2025-04-23,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,10,7,러시안잭 쇼비뇽블랑
2025-04-24,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,58,38,러시안잭 쇼비뇽블랑
2025-04-25,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,43,40,러시안잭 쇼비뇽블랑
2025-04-26,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,58,37,러시안잭 쇼비뇽블랑
2025-04-27,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,33,28,러시안잭 쇼비뇽블랑
2025-04-28,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,39,23,러시안잭 쇼비뇽블랑
2025-04-29,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,43,38,러시안잭 쇼비뇽블랑
2025-04-30,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,51,41,러시안잭 쇼비뇽블랑
2025-05-01,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,52,40,러시안잭 쇼비뇽블랑
2025-05-02,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,64,45,러시안잭 쇼비뇽블랑
2025-05-03,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,72,45,러시안잭 쇼비뇽블랑
2025-05-04,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,58,41,러시안잭 쇼비뇽블랑
2025-05-05,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,35,30,러시안잭 쇼비뇽블랑
2025-05-06,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,30,23,러시안잭 쇼비뇽블랑
2025-05-07,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,47,37,러시안잭 쇼비뇽블랑
2025-05-08,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,40,33,러시안잭 쇼비뇽블랑
2025-05-09,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,41,33,러시안잭 쇼비뇽블랑
2025-05-10,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,47,33,러시안잭 쇼비뇽블랑
2025-05-11,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,45,36,러시안잭 쇼비뇽블랑
2025-05-12,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,41,29,러시안잭 쇼비뇽블랑
2025-05-13,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,45,32,러시안잭 쇼비뇽블랑
2025-05-14,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,25,20,러시안잭 쇼비뇽블랑
2025-05-15,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,27,20,러시안잭 쇼비뇽블랑
2025-05-16,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,41,29,러시안잭 쇼비뇽블랑
2025-05-17,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,42,26,러시안잭 쇼비뇽블랑
2025-05-18,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,19,19,러시안잭 쇼비뇽블랑
2025-05-19,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,19,17,러시안잭 쇼비뇽블랑
2025-05-20,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,34,22,러시안잭 쇼비뇽블랑
2025-05-21,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,23,21,러시안잭 쇼비뇽블랑
2025-05-22,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,25,16,러시안잭 쇼비뇽블랑
2025-05-23,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,34,27,러시안잭 쇼비뇽블랑
2025-05-24,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,30,25,러시안잭 쇼비뇽블랑
2025-05-25,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,29,24,러시안잭 쇼비뇽블랑
2025-05-26,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,19,16,러시안잭 쇼비뇽블랑
2025-05-27,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,4,3,러시안잭 쇼비뇽블랑
2025-05-28,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,11,8,러시안잭 쇼비뇽블랑
2025-05-29,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,23,19,러시안잭 쇼비뇽블랑
2025-05-30,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,30,23,러시안잭 쇼비뇽블랑
2025-05-31,108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,search_in_item,80,27,21,러시안잭 쇼비뇽블랑
2025-03-01,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-02,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-04,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-05,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-03-06,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-03-07,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-03-08,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-03-10,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-12,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-03-13,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,1,닭다리
2025-03-14,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,5,5,닭다리
2025-03-17,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-03-18,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-19,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-03-20,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-21,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-22,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,1,닭다리
2025-03-24,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,2,닭다리
2025-03-27,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-03-28,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-03-29,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,2,닭다리
2025-03-30,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,1,닭다리
2025-03-31,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-02,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-05,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-07,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-10,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-04-11,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-04-12,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-13,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,5,4,닭다리
2025-04-17,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-04-18,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-20,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-21,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-25,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-28,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-04-29,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,4,3,닭다리
2025-04-30,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-05-01,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-03,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-05-05,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,5,4,닭다리
2025-05-06,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-05-07,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-09,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,4,3,닭다리
2025-05-10,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-05-11,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-05-12,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-05-13,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-14,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-16,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,8,5,닭다리
2025-05-17,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-18,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-19,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-05-20,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,4,4,닭다리
2025-05-21,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,5,3,닭다리
2025-05-22,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,6,5,닭다리
2025-05-23,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,1,1,닭다리
2025-05-24,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-05-25,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,2,2,닭다리
2025-05-26,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,7,4,닭다리
2025-05-27,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,2,닭다리
2025-05-29,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,5,4,닭다리
2025-05-30,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,7,2,닭다리
2025-05-31,108682,PB)착한통닭다리(매콤),냉장,냉장안주,search_in_item,80,3,3,닭다리
2025-03-01,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-02,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,2,훗카이도
2025-03-04,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-03-06,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-07,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-03-08,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-09,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-10,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-03-11,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-12,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-03-13,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-03-14,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,10,4,훗카이도
2025-03-15,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,6,4,훗카이도
2025-03-16,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,7,5,훗카이도
2025-03-17,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,9,3,훗카이도
2025-03-18,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-19,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-03-20,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,6,6,훗카이도
2025-03-21,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-03-22,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,6,4,훗카이도
2025-03-23,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,2,훗카이도
2025-03-24,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,6,3,훗카이도
2025-03-25,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,4,훗카이도
2025-03-26,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-03-27,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-28,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-03-29,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-03-30,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,4,훗카이도
2025-03-31,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,11,5,훗카이도
2025-04-01,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,7,5,훗카이도
2025-04-02,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-04-03,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-04-04,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,2,훗카이도
2025-04-05,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,4,훗카이도
2025-04-06,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,1,훗카이도
2025-04-09,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,1,훗카이도
2025-04-11,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,4,훗카이도
2025-04-12,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-13,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-14,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-04-15,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-04-17,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-18,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,9,5,훗카이도
2025-04-19,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,5,2,훗카이도
2025-04-21,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,6,2,훗카이도
2025-04-22,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-23,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-04-24,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-26,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-27,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,2,훗카이도
2025-04-28,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-04-30,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-01,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-02,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-05-03,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,3,훗카이도
2025-05-04,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-05,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-06,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,8,6,훗카이도
2025-05-07,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,5,3,훗카이도
2025-05-09,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,3,3,훗카이도
2025-05-10,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-12,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-14,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-17,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-18,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-19,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-21,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-22,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-24,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,4,4,훗카이도
2025-05-25,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-28,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-29,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-05-30,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,2,2,훗카이도
2025-05-31,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,search_in_item,80,1,1,훗카이도
2025-04-30,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,4,4,카네
2025-05-01,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,14,13,카네
2025-05-02,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,7,7,카네
2025-05-03,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,3,3,카네
2025-05-05,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,16,16,카네
2025-05-06,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,35,23,카네
2025-05-07,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,32,16,카네
2025-05-08,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,30,22,카네
2025-05-09,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,13,7,카네
2025-05-10,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,17,11,카네
2025-05-11,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,23,4,카네
2025-05-12,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,14,7,카네
2025-05-13,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,10,5,카네
2025-05-14,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,6,4,카네
2025-05-15,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,2,1,카네
2025-05-16,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,4,3,카네
2025-05-17,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,1,1,카네
2025-05-18,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,3,3,카네
2025-05-19,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,1,1,카네
2025-05-20,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,2,2,카네
2025-05-22,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,1,1,카네
2025-05-25,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,2,1,카네
2025-05-26,108988,MZ)밀카네잎클로버패키지,과자,비스킷류,search_in_item,80,1,1,카네
2025-03-01,109115,삼립)24년송송야채호빵90g(4입),빵,호빵,item_startswith_search,90,2,2,삼립
2025-03-02,109115,삼립)24년송송야채호빵90g(4입),빵,호빵,item_startswith_search,90,7,6,삼립
2025-03-03,109115,삼립)24년송송야채호빵90g(4입),빵,호빵,item_startswith_search,90,4,3,삼립
2025-03-04,109115,삼립)24년송송야채호빵90g(4입),빵,호빵,item_startswith_search,90,4,4,삼립
