event_date,mapped_pos_item_code,pos_sales_qty,pos_sales_amount,pos_receipts
2025-05-02,106866,6,11500,4
2025-05-03,106866,4,6000,3
2025-05-04,106866,2,3000,2
2025-05-05,106866,4,6000,3
2025-05-06,106866,2,3000,3
2025-05-08,106866,8,11726,6
2025-05-09,106866,3,4500,2
2025-05-10,106866,1,1500,3
2025-05-11,106866,7,10374,6
2025-05-12,106866,1,1500,1
2025-05-13,106866,2,3000,2
2025-05-15,106866,4,6000,3
2025-05-16,106866,4,6000,4
2025-05-17,106866,-1,-1500,1
2025-05-18,106866,6,9000,4
2025-05-19,106866,6,9000,4
2025-05-21,106866,2,3000,1
2025-05-22,106866,1,1500,1
2025-05-23,106866,5,7068,4
2025-05-24,106866,3,4500,2
2025-05-25,106866,5,7500,3
2025-05-26,106866,2,3000,2
2025-05-27,106866,5,7500,3
2025-05-28,106866,2,3000,2
2025-05-29,106866,2,2688,2
2025-05-31,106866,4,6000,3
2025-03-01,106868,192,263670,33
2025-03-02,106868,164,225310,24
2025-03-03,106868,135,185580,22
2025-03-04,106868,152,210760,39
2025-03-05,106868,222,307920,45
2025-03-06,106868,193,264670,40
2025-03-07,106868,256,351980,48
2025-03-08,106868,255,353130,60
2025-03-09,106868,413,569590,63
2025-03-10,106868,183,251340,36
2025-03-11,106868,434,599620,49
2025-03-12,106868,325,446510,52
2025-03-13,106868,245,338170,47
2025-03-14,106868,345,476060,58
2025-03-15,106868,222,304770,44
2025-03-16,106868,247,342170,51
2025-03-17,106868,185,255970,36
2025-03-18,106868,389,533560,56
2025-03-19,106868,332,455470,47
2025-03-20,106868,279,384750,60
2025-03-21,106868,249,344280,52
2025-03-22,106868,324,445140,67
2025-03-23,106868,307,426260,66
2025-03-24,106868,264,364830,51
2025-03-25,106868,338,466840,60
2025-03-26,106868,302,415630,62
2025-03-27,106868,329,452620,51
2025-03-28,106868,254,351760,53
2025-03-29,106868,205,283370,41
2025-03-30,106868,279,384120,54
2025-03-31,106868,402,552000,55
2025-04-01,106868,57,89000,20
2025-04-02,106868,37,59000,13
2025-04-03,106868,68,104500,23
2025-04-04,106868,72,109000,21
2025-04-05,106868,53,83500,20
2025-04-06,106868,47,71000,14
2025-04-07,106868,24,36000,7
2025-04-08,106868,25,37500,6
2025-04-09,106868,29,46500,12
2025-04-10,106868,42,64500,14
2025-04-11,106868,26,40000,8
2025-04-12,106868,24,38000,8
2025-04-13,106868,22,33500,8
2025-04-14,106868,25,37500,6
2025-04-15,106868,25,39000,13
2025-04-16,106868,8,14000,4
2025-04-17,106868,4,6000,1
2025-04-18,106868,33,51000,10
2025-04-19,106868,13,22000,7
2025-04-20,106868,20,33500,10
2025-04-21,106868,30,47000,10
2025-04-22,106868,5,8000,2
2025-04-23,106868,20,31500,7
2025-04-24,106868,7,10500,2
2025-04-25,106868,24,36500,11
2025-04-26,106868,18,30000,6
2025-04-27,106868,6,9000,2
2025-04-28,106868,9,16000,6
2025-04-29,106868,21,31000,7
2025-04-30,106868,13,20000,4
2025-05-01,106868,12,21000,6
2025-05-02,106868,21,34000,8
2025-05-03,106868,15,25500,8
2025-05-04,106868,5,9000,3
2025-05-05,106868,11,18000,5
2025-05-06,106868,16,24000,4
2025-05-07,106868,-52,-68200,6
2025-05-08,106868,0,1500,3
2025-05-09,106868,18,29000,7
2025-05-10,106868,12,21000,9
2025-05-11,106868,20,31000,8
2025-05-12,106868,6,10000,4
2025-05-13,106868,6,10000,3
2025-05-14,106868,11,17000,5
2025-05-16,106868,54,75240,16
2025-05-17,106868,101,139000,18
2025-05-18,106868,162,226350,35
2025-05-19,106868,114,156180,20
2025-05-20,106868,211,290330,33
2025-05-21,106868,221,304030,45
2025-05-22,106868,196,272300,45
2025-05-23,106868,261,362610,38
2025-05-24,106868,217,305480,46
2025-05-25,106868,458,629980,61
2025-05-26,106868,170,236680,34
2025-05-27,106868,299,413410,64
2025-05-28,106868,327,448620,50
2025-05-29,106868,332,457990,64
2025-05-30,106868,532,732620,60
2025-05-31,106868,407,560740,54
2025-03-01,106872,28,46640,28
2025-03-02,106872,33,54899,33
2025-03-03,106872,38,64600,37
2025-03-04,106872,23,38940,29
2025-03-05,106872,24,40741,24
2025-03-06,106872,32,54400,31
2025-03-07,106872,36,60786,36
2025-03-08,106872,34,56517,36
2025-03-09,106872,29,48548,31
2025-03-10,106872,29,49300,29
2025-03-11,106872,29,49300,28
2025-03-12,106872,32,54400,29
2025-03-13,106872,31,52565,31
2025-03-14,106872,37,62260,36
2025-03-15,106872,32,53799,32
2025-03-16,106872,26,43792,26
2025-03-17,106872,22,37400,22
2025-03-18,106872,33,55633,33
2025-03-19,106872,28,47302,28
2025-03-20,106872,38,64185,36
2025-03-21,106872,40,66787,40
2025-03-22,106872,38,63767,43
2025-03-23,106872,35,59023,34
2025-03-24,106872,33,54576,32
2025-03-25,106872,33,55800,35
2025-03-26,106872,45,76172,42
2025-03-27,106872,29,49118,28
2025-03-28,106872,38,63619,37
2025-03-29,106872,43,71800,44
2025-03-30,106872,39,65644,38
2025-03-31,106872,39,65796,39
2025-04-01,106872,39,65738,37
2025-04-02,106872,26,43984,27
2025-04-03,106872,41,69469,38
2025-04-04,106872,37,62900,37
2025-04-05,106872,37,62760,39
2025-04-06,106872,34,56910,32
2025-04-07,106872,23,39100,20
2025-04-08,106872,42,70128,43
2025-04-09,106872,37,62408,34
2025-04-10,106872,33,55171,35
2025-04-11,106872,45,75981,42
2025-04-12,106872,42,71085,41
2025-04-13,106872,22,36986,21
2025-04-14,106872,30,50520,34
2025-04-15,106872,37,62259,35
2025-04-16,106872,27,45309,29
2025-04-17,106872,32,54054,32
2025-04-18,106872,32,53917,32
2025-04-19,106872,27,45465,32
2025-04-20,106872,35,58675,33
2025-04-21,106872,17,28900,16
2025-04-22,106872,43,73000,42
2025-04-23,106872,29,48760,26
2025-04-24,106872,30,50862,30
2025-04-25,106872,29,47788,29
2025-04-26,106872,29,49300,35
2025-04-27,106872,40,67013,39
2025-04-28,106872,27,45120,27
2025-04-29,106872,27,45900,26
2025-04-30,106872,29,48313,28
2025-05-01,106872,31,52124,29
2025-05-02,106872,36,60168,36
2025-05-03,106872,39,65283,38
2025-05-04,106872,30,49494,31
2025-05-05,106872,29,49300,28
2025-05-06,106872,26,44100,26
2025-05-07,106872,19,32300,19
2025-05-08,106872,18,30600,20
2025-05-09,106872,27,45096,26
2025-05-10,106872,33,55829,36
2025-05-11,106872,35,59324,34
2025-05-12,106872,41,69035,37
2025-05-13,106872,29,48640,28
2025-05-14,106872,20,33850,20
2025-05-15,106872,28,46814,28
2025-05-16,106872,36,60750,35
2025-05-17,106872,33,55449,32
2025-05-18,106872,41,69700,39
2025-05-19,106872,33,55410,34
2025-05-20,106872,21,35700,21
2025-05-21,106872,25,42020,24
2025-05-22,106872,29,48638,29
2025-05-23,106872,35,58858,33
2025-05-24,106872,33,55940,32
2025-05-25,106872,35,58674,35
2025-05-26,106872,25,42040,26
2025-05-27,106872,23,38596,23
2025-05-28,106872,19,32145,19
2025-05-29,106872,23,37900,22
2025-05-30,106872,34,57793,34
2025-05-31,106872,36,60567,36
2025-03-01,106977,1,3200,1
2025-03-02,106977,3,9600,3
2025-03-03,106977,2,6400,2
2025-03-04,106977,2,6400,2
2025-03-05,106977,4,12800,5
2025-03-06,106977,4,12800,5
2025-03-08,106977,3,9300,3
2025-03-09,106977,3,9600,3
2025-03-10,106977,3,9281,5
2025-03-11,106977,1,3200,1
2025-03-12,106977,2,6400,2
2025-03-13,106977,2,6400,2
2025-03-14,106977,3,9600,6
2025-03-16,106977,5,16000,5
2025-03-17,106977,2,6400,2
2025-03-18,106977,4,12800,4
2025-03-19,106977,3,9600,3
2025-03-20,106977,2,6400,2
2025-03-21,106977,5,16000,5
2025-03-22,106977,1,3200,1
2025-03-23,106977,2,6400,4
2025-03-24,106977,4,12800,4
2025-03-25,106977,3,9600,3
2025-03-26,106977,4,12500,6
2025-03-27,106977,1,3200,1
2025-03-28,106977,2,6400,2
2025-03-29,106977,4,12490,4
2025-03-30,106977,1,3200,1
2025-03-31,106977,1,3200,1
2025-04-01,106977,1,3500,1
2025-04-02,106977,4,14000,4
2025-04-03,106977,3,10500,3
2025-04-04,106977,1,3500,1
2025-04-05,106977,2,7000,2
2025-04-06,106977,1,3500,1
2025-04-07,106977,3,10500,3
2025-04-08,106977,1,3500,1
2025-04-10,106977,4,14000,4
2025-04-11,106977,1,3500,1
2025-04-12,106977,1,3500,1
2025-04-13,106977,2,7000,2
2025-04-14,106977,1,3500,1
2025-04-15,106977,2,7000,2
2025-04-16,106977,1,3500,1
2025-04-17,106977,1,3500,1
2025-04-18,106977,1,3500,1
2025-04-19,106977,3,10500,3
2025-04-20,106977,2,7000,2
2025-04-21,106977,2,7000,2
2025-04-22,106977,3,10500,3
2025-04-23,106977,3,10500,3
2025-04-24,106977,2,7000,2
2025-04-25,106977,1,3500,1
2025-04-27,106977,5,17500,5
2025-04-28,106977,1,3500,1
2025-04-29,106977,3,10500,3
2025-04-30,106977,1,3500,2
2025-05-01,106977,1,3500,1
2025-05-02,106977,3,10500,3
2025-05-03,106977,3,10500,3
2025-05-04,106977,1,3500,1
2025-05-06,106977,1,2477,1
2025-05-08,106977,3,10500,3
2025-05-10,106977,2,7000,2
2025-05-11,106977,2,7000,2
2025-05-12,106977,4,14000,4
2025-05-13,106977,3,10500,3
2025-05-15,106977,4,14000,4
2025-05-17,106977,4,14000,3
2025-05-18,106977,2,7000,2
2025-05-19,106977,2,7000,2
2025-05-20,106977,2,7000,2
2025-05-21,106977,1,3500,1
2025-05-22,106977,2,7000,2
2025-05-23,106977,2,7000,4
2025-05-24,106977,2,7000,2
2025-05-25,106977,3,10500,3
2025-05-26,106977,3,10500,3
2025-05-27,106977,1,3500,1
2025-05-28,106977,5,16600,5
2025-05-29,106977,2,7000,2
2025-05-30,106977,6,21000,6
2025-05-31,106977,3,10500,3
2025-03-01,107133,18,22380,15
2025-03-02,107133,6,7500,8
2025-03-03,107133,11,13750,8
2025-03-04,107133,8,10000,9
2025-03-05,107133,10,12500,9
2025-03-06,107133,6,7500,4
2025-03-07,107133,12,15000,14
2025-03-08,107133,8,10000,7
2025-03-09,107133,2,2380,2
2025-03-10,107133,11,13750,9
2025-03-11,107133,11,13750,8
2025-03-12,107133,13,16250,11
2025-03-13,107133,7,8750,5
2025-03-14,107133,16,20000,8
2025-03-15,107133,9,11250,8
2025-03-16,107133,12,15000,8
2025-03-17,107133,9,11250,7
2025-03-18,107133,15,20000,11
2025-03-19,107133,12,14926,10
2025-03-20,107133,13,17500,10
2025-03-21,107133,11,13750,12
2025-03-22,107133,13,16250,9
2025-03-23,107133,16,22500,11
2025-03-24,107133,11,13750,7
2025-03-25,107133,7,8750,7
2025-03-26,107133,17,21250,13
2025-03-27,107133,14,18750,9
2025-03-28,107133,13,17500,11
2025-03-29,107133,22,30000,17
2025-03-30,107133,11,13750,9
2025-03-31,107133,14,17326,12
2025-04-01,107133,14,17338,9
2025-04-02,107133,9,11250,6
2025-04-03,107133,12,17500,10
2025-04-04,107133,11,13750,11
2025-04-05,107133,12,15000,11
2025-04-06,107133,16,20000,12
2025-04-07,107133,8,9900,6
2025-04-08,107133,8,10000,6
2025-04-09,107133,9,12500,8
2025-04-10,107133,8,10000,7
2025-04-11,107133,17,22500,13
2025-04-12,107133,9,11250,8
2025-04-13,107133,12,15000,10
2025-04-14,107133,9,11250,4
2025-04-15,107133,6,7500,5
2025-04-16,107133,11,13750,8
2025-04-17,107133,7,8750,6
2025-04-18,107133,21,27500,13
2025-04-19,107133,6,7500,5
2025-04-20,107133,12,15000,9
2025-04-21,107133,12,15250,9
2025-04-22,107133,8,10000,6
2025-04-23,107133,6,7500,5
2025-04-24,107133,5,6250,4
2025-04-25,107133,13,16250,10
2025-04-26,107133,12,15000,11
2025-04-27,107133,8,11250,6
2025-04-28,107133,10,12388,7
2025-04-29,107133,4,5000,3
2025-04-30,107133,15,18634,13
2025-05-01,107133,7,8750,9
2025-05-02,107133,10,12474,8
2025-05-03,107133,8,11500,7
2025-05-04,107133,14,17600,10
2025-05-05,107133,13,15345,12
2025-05-06,107133,5,6300,5
2025-05-07,107133,10,12550,10
2025-05-08,107133,16,20050,12
2025-05-09,107133,6,7550,6
2025-05-10,107133,11,13648,10
2025-05-11,107133,8,10050,7
2025-05-12,107133,13,16250,10
2025-05-13,107133,22,27500,17
2025-05-14,107133,20,24940,14
2025-05-15,107133,14,17550,13
2025-05-16,107133,14,17500,14
2025-05-17,107133,17,22500,14
2025-05-18,107133,14,17550,9
2025-05-19,107133,20,24920,15
2025-05-20,107133,8,10050,6
2025-05-21,107133,16,19953,12
2025-05-22,107133,15,18718,15
2025-05-23,107133,23,29050,19
2025-05-24,107133,8,10050,8
2025-05-25,107133,15,19150,12
2025-05-26,107133,12,15150,11
2025-05-27,107133,8,10100,7
2025-05-28,107133,10,12550,8
2025-05-29,107133,9,11250,7
2025-05-30,107133,14,17600,11
2025-05-31,107133,7,8750,7
2025-03-05,107201,0,0,1
2025-03-06,107201,0,0,3
2025-03-07,107201,0,0,1
2025-03-08,107201,1,112400,1
2025-03-09,107201,0,0,1
2025-03-10,107201,0,0,2
2025-03-14,107201,1,112400,1
2025-03-23,107201,0,0,1
2025-03-31,107201,1,112400,1
2025-04-01,107201,0,0,4
2025-04-02,107201,5,562000,9
2025-04-03,107201,2,224800,4
2025-04-04,107201,3,335380,5
2025-04-06,107201,1,112400,1
2025-04-07,107201,1,112400,1
2025-04-09,107201,1,112400,1
2025-04-11,107201,1,112400,1
2025-04-12,107201,1,112400,1
2025-04-13,107201,4,449600,5
2025-04-14,107201,2,224800,2
2025-04-15,107201,1,112400,3
2025-04-16,107201,1,112400,1
2025-04-17,107201,1,112400,1
2025-04-18,107201,3,337200,4
2025-04-20,107201,2,224800,2
2025-04-21,107201,2,224800,2
2025-04-24,107201,1,112400,1
2025-04-25,107201,1,112400,1
2025-04-29,107201,2,224800,4
2025-05-01,107201,1,112400,1
2025-05-02,107201,0,0,1
2025-05-03,107201,1,112400,1
2025-05-05,107201,2,224800,2
2025-05-07,107201,0,0,1
2025-05-08,107201,2,224800,2
2025-05-09,107201,3,337200,10
2025-05-13,107201,1,112400,2
2025-05-24,107201,1,101160,1
2025-05-26,107201,1,112400,1
2025-03-01,107265,3,4500,2
2025-03-02,107265,2,3000,2
2025-03-04,107265,1,1500,1
2025-03-05,107265,3,4500,2
2025-03-06,107265,1,1500,1
2025-03-07,107265,2,3000,2
2025-03-08,107265,6,9000,3
2025-03-09,107265,3,4500,3
2025-03-11,107265,2,3000,2
2025-03-12,107265,1,1500,1
2025-03-13,107265,1,1500,1
2025-03-14,107265,3,4500,3
2025-03-18,107265,2,3000,1
2025-03-19,107265,6,9000,3
2025-03-20,107265,5,7500,2
2025-03-22,107265,2,3000,2
2025-03-23,107265,9,12800,5
2025-03-24,107265,4,5844,2
2025-03-27,107265,3,4500,2
2025-03-29,107265,2,3000,2
2025-03-30,107265,3,4500,2
2025-04-03,107265,2,3000,2
2025-04-05,107265,3,4500,1
2025-04-06,107265,2,3000,2
2025-04-07,107265,2,3000,6
2025-04-09,107265,2,3000,2
2025-04-10,107265,10,15000,8
2025-04-11,107265,4,6000,2
2025-04-12,107265,5,7500,3
2025-04-15,107265,3,4500,1
2025-04-16,107265,12,17700,8
2025-04-17,107265,2,3000,1
2025-04-18,107265,5,7500,4
2025-04-19,107265,6,9000,4
2025-04-20,107265,2,3000,2
2025-04-21,107265,8,12000,2
2025-04-22,107265,2,3000,2
2025-04-23,107265,1,1500,1
2025-04-24,107265,4,6000,3
2025-04-26,107265,2,3000,1
2025-04-27,107265,1,1500,2
2025-04-29,107265,1,1500,1
2025-04-30,107265,5,7500,2
2025-05-01,107265,2,3000,1
2025-05-02,107265,3,4500,3
2025-05-03,107265,1,1500,1
2025-05-04,107265,2,3000,2
2025-05-05,107265,5,7500,5
2025-05-06,107265,2,3000,2
2025-05-07,107265,1,1500,1
2025-05-08,107265,3,4500,2
2025-05-09,107265,1,1500,1
2025-05-10,107265,1,1500,1
2025-05-11,107265,2,3000,2
2025-05-12,107265,2,3000,2
2025-05-13,107265,3,4500,2
2025-05-14,107265,8,12000,7
2025-05-15,107265,1,1500,1
2025-05-17,107265,3,4500,2
2025-05-18,107265,1,1500,1
2025-05-19,107265,1,1500,1
2025-05-20,107265,5,7500,4
2025-05-21,107265,2,3000,2
2025-05-22,107265,2,3000,2
2025-05-23,107265,1,1500,1
2025-05-24,107265,2,3000,2
2025-05-25,107265,3,4500,2
2025-05-26,107265,6,9000,3
2025-05-27,107265,2,3000,2
2025-05-28,107265,4,5832,4
2025-05-29,107265,13,19500,11
2025-05-30,107265,27,40095,19
2025-05-31,107265,27,38770,20
2025-03-01,107294,127,381000,106
2025-03-02,107294,75,225000,51
2025-03-03,107294,122,366000,110
2025-03-04,107294,120,360000,112
2025-03-05,107294,114,342000,92
2025-03-06,107294,145,435000,107
2025-03-07,107294,154,462000,113
2025-03-08,107294,105,315000,87
2025-03-09,107294,48,144000,36
2025-03-10,107294,71,213000,50
2025-03-11,107294,37,111000,45
2025-03-12,107294,47,141000,38
2025-03-13,107294,45,135000,33
2025-03-14,107294,77,231000,60
2025-03-15,107294,40,120000,35
2025-03-16,107294,19,57000,16
2025-03-17,107294,38,114000,32
2025-03-18,107294,18,54000,18
2025-03-19,107294,28,84000,23
2025-03-20,107294,34,102000,26
2025-03-21,107294,25,75000,24
2025-03-22,107294,21,63000,20
2025-03-23,107294,22,66000,16
2025-03-24,107294,20,60000,18
2025-03-25,107294,23,69000,21
2025-03-26,107294,15,45000,11
2025-03-27,107294,15,45000,17
2025-03-28,107294,17,51000,14
2025-03-29,107294,14,42000,13
2025-03-30,107294,21,63000,17
2025-03-31,107294,22,66000,18
2025-04-01,107294,24,72000,24
2025-04-02,107294,12,36000,11
2025-04-03,107294,17,51000,13
2025-04-04,107294,9,27000,10
2025-04-05,107294,7,21000,7
2025-04-06,107294,7,21000,8
2025-04-07,107294,6,18000,7
2025-04-08,107294,9,27000,4
2025-04-09,107294,7,21000,6
2025-04-10,107294,11,33000,9
2025-04-11,107294,3,9000,3
2025-04-12,107294,4,12000,2
2025-04-13,107294,4,12000,4
2025-04-14,107294,2,6000,4
2025-04-15,107294,9,27000,8
2025-04-16,107294,4,12000,4
2025-04-17,107294,11,33000,9
2025-04-18,107294,3,9000,3
2025-04-19,107294,6,18000,4
2025-04-20,107294,5,15000,5
2025-04-21,107294,1,3000,1
2025-04-22,107294,0,0,2
2025-04-23,107294,5,15000,6
2025-04-24,107294,1,3000,1
2025-04-25,107294,2,6000,2
2025-04-26,107294,2,6000,4
2025-04-27,107294,3,9000,3
2025-04-28,107294,8,24000,4
2025-04-29,107294,2,6000,1
2025-04-30,107294,4,12000,4
2025-05-01,107294,7,21000,7
2025-05-02,107294,11,33000,10
2025-05-03,107294,9,27000,4
2025-05-04,107294,2,6000,2
2025-05-05,107294,4,12000,4
2025-05-06,107294,6,18000,6
2025-05-07,107294,3,9000,3
2025-05-08,107294,3,9000,4
2025-05-10,107294,3,9000,3
2025-05-11,107294,2,6000,4
2025-05-12,107294,5,15000,5
2025-05-13,107294,3,9000,3
2025-05-14,107294,1,3000,1
2025-05-15,107294,1,3000,1
2025-05-16,107294,6,18000,5
2025-05-17,107294,3,9000,2
2025-05-19,107294,1,3000,1
2025-05-20,107294,5,15000,4
2025-05-22,107294,1,3000,1
2025-05-23,107294,1,3000,1
2025-05-25,107294,3,9000,1
2025-05-26,107294,1,3000,3
2025-05-29,107294,5,15000,5
2025-05-30,107294,3,9000,4
2025-05-31,107294,1,3000,1
2025-03-01,107409,61,118786,37
2025-03-02,107409,34,72248,26
2025-03-03,107409,62,117500,34
2025-03-04,107409,49,93803,28
2025-03-05,107409,48,92972,28
2025-03-06,107409,50,101816,32
2025-03-07,107409,55,112420,37
2025-03-08,107409,49,99524,33
2025-03-09,107409,22,50000,19
2025-03-10,107409,44,86296,26
2025-03-11,107409,43,86345,26
2025-03-12,107409,60,116990,34
2025-03-13,107409,55,109280,35
2025-03-14,107409,45,91341,29
2025-03-15,107409,49,104047,35
2025-03-16,107409,33,65000,19
2025-03-17,107409,34,70000,22
2025-03-18,107409,56,107500,30
2025-03-19,107409,35,72500,26
2025-03-20,107409,43,84538,26
2025-03-21,107409,60,122260,41
2025-03-22,107409,46,87500,24
2025-03-23,107409,54,110000,36
2025-03-24,107409,39,74232,26
2025-03-25,107409,45,93722,35
2025-03-26,107409,42,81276,24
2025-03-27,107409,48,97500,30
2025-03-28,107409,38,82300,30
2025-03-29,107409,53,109494,36
2025-03-30,107409,24,50000,16
2025-03-31,107409,34,68000,20
2025-04-01,107409,28,59310,23
2025-04-02,107409,39,76341,23
2025-04-03,107409,51,100512,26
2025-04-04,107409,42,85500,26
2025-04-05,107409,24,51478,18
2025-04-06,107409,42,83336,25
2025-04-07,107409,34,68851,20
2025-04-08,107409,37,72500,21
2025-04-09,107409,49,94400,32
2025-04-10,107409,45,91000,26
2025-04-11,107409,34,70014,22
2025-04-12,107409,32,66833,22
2025-04-13,107409,33,67036,21
2025-04-14,107409,26,52307,15
2025-04-15,107409,53,102388,29
2025-04-16,107409,23,50759,22
2025-04-17,107409,34,73232,24
2025-04-18,107409,24,55000,20
2025-04-19,107409,28,63250,22
2025-04-20,107409,29,66000,21
2025-04-21,107409,24,49852,16
2025-04-22,107409,23,49396,19
2025-04-23,107409,18,44296,16
2025-04-24,107409,31,68000,25
2025-04-25,107409,40,77134,24
2025-04-26,107409,25,53786,18
2025-04-27,107409,16,39000,14
2025-04-28,107409,24,51984,17
2025-04-29,107409,29,60900,19
2025-04-30,107409,15,33000,11
2025-05-01,107409,13,30500,13
2025-05-02,107409,25,47044,13
2025-05-03,107409,25,49747,16
2025-05-04,107409,30,65500,23
2025-05-05,107409,34,71500,22
2025-05-06,107409,40,79500,22
2025-05-07,107409,26,56000,19
2025-05-08,107409,38,68519,18
2025-05-09,107409,54,108500,35
2025-05-10,107409,45,88762,29
2025-05-11,107409,34,73000,28
2025-05-12,107409,34,67760,22
2025-05-13,107409,45,93896,32
2025-05-14,107409,26,52035,16
2025-05-15,107409,31,61789,21
2025-05-16,107409,34,70000,22
2025-05-17,107409,41,83044,27
2025-05-18,107409,36,79500,23
2025-05-19,107409,26,54900,19
2025-05-20,107409,20,41500,12
2025-05-21,107409,29,57257,18
2025-05-22,107409,28,55260,16
2025-05-23,107409,53,100244,29
2025-05-24,107409,34,68500,20
2025-05-25,107409,34,71213,22
2025-05-26,107409,22,48000,16
2025-05-27,107409,30,66500,22
2025-05-28,107409,38,79507,28
2025-05-29,107409,49,98160,39
2025-05-30,107409,40,76960,22
2025-05-31,107409,29,67807,21
2025-03-02,107452,1,1700,1
2025-03-05,107452,1,1700,1
2025-03-08,107452,1,1700,1
2025-03-19,107452,1,1547,1
2025-03-26,107452,1,1700,1
2025-03-27,107452,1,1700,1
2025-04-22,107452,1,1700,1
2025-04-24,107452,1,1700,1
2025-05-03,107452,2,3224,1
2025-05-05,107452,2,3400,2
2025-05-22,107452,3,4580,1
2025-03-01,107512,2,36000,2
2025-03-12,107512,1,16200,1
2025-03-17,107512,1,18000,1
2025-03-20,107512,1,16321,1
2025-03-22,107512,1,18000,1
2025-03-23,107512,2,36000,2
2025-03-25,107512,1,18000,2
2025-03-30,107512,1,18000,1
2025-04-01,107512,2,36000,2
2025-04-06,107512,1,18000,1
2025-04-14,107512,1,18000,1
2025-04-24,107512,1,18000,1
2025-04-26,107512,1,18000,1
2025-05-10,107512,2,32400,1
2025-05-18,107512,1,18000,1
2025-05-20,107512,1,18000,1
2025-05-21,107512,1,18000,1
2025-05-22,107512,2,36000,2
2025-05-23,107512,2,36000,2
2025-05-24,107512,7,120000,7
2025-05-25,107512,7,124252,9
2025-05-26,107512,3,46200,3
2025-05-27,107512,4,66000,4
2025-05-28,107512,3,52467,3
2025-05-29,107512,1,18000,2
2025-05-30,107512,7,119600,7
2025-05-31,107512,1,18000,1
2025-03-01,107542,4,6800,5
2025-03-04,107542,4,6800,4
2025-03-05,107542,3,5100,3
2025-03-08,107542,1,1700,1
2025-03-09,107542,2,3220,2
2025-03-11,107542,2,3400,2
2025-03-12,107542,3,5100,2
2025-03-13,107542,1,1700,1
2025-03-14,107542,3,5100,3
2025-03-15,107542,1,1700,2
2025-03-16,107542,2,3400,2
2025-03-17,107542,2,3400,2
2025-03-18,107542,1,1700,1
2025-03-19,107542,1,1700,1
2025-03-20,107542,3,5100,3
2025-03-21,107542,2,3400,2
2025-03-23,107542,1,1700,1
2025-03-25,107542,1,1700,1
2025-03-26,107542,2,3400,2
2025-03-27,107542,3,4590,2
2025-03-29,107542,2,3400,2
2025-03-30,107542,2,3400,2
2025-04-02,107542,2,3400,2
2025-04-03,107542,0,0,1
2025-04-05,107542,1,1700,1
2025-04-07,107542,1,1700,1
2025-04-09,107542,0,0,1
2025-04-12,107542,2,3400,2
2025-04-17,107542,1,1700,1
2025-04-18,107542,1,1700,3
2025-04-20,107542,1,1700,1
2025-05-03,107542,1,1700,1
2025-05-04,107542,1,1700,1
2025-05-08,107542,1,1172,1
2025-05-09,107542,1,1700,1
2025-05-10,107542,2,3400,2
2025-05-14,107542,1,1700,1
2025-05-15,107542,4,6296,3
2025-05-16,107542,2,3400,2
2025-03-03,107692,1,88000,1
2025-03-04,107692,1,88000,1
2025-03-06,107692,1,88000,1
2025-03-07,107692,0,0,1
2025-03-08,107692,1,88000,1
2025-03-09,107692,1,88000,1
2025-03-12,107692,2,176000,2
2025-03-17,107692,1,88000,1
2025-03-18,107692,1,88000,1
2025-03-01,107747,7,48300,7
2025-03-02,107747,11,75276,11
2025-03-03,107747,6,40698,6
2025-03-04,107747,7,48000,9
2025-03-05,107747,6,41064,6
2025-03-06,107747,4,27600,4
2025-03-07,107747,7,46320,9
2025-03-08,107747,7,48300,7
2025-03-09,107747,7,48300,7
2025-03-10,107747,6,38951,6
2025-03-11,107747,8,53337,8
2025-03-12,107747,6,41400,6
2025-03-13,107747,7,47604,7
2025-03-14,107747,4,27600,4
2025-03-15,107747,4,27600,4
2025-03-16,107747,8,55200,8
2025-03-17,107747,3,20700,3
2025-03-18,107747,10,64120,10
2025-03-19,107747,8,55200,8
2025-03-20,107747,7,47700,7
2025-03-21,107747,8,55200,8
2025-03-22,107747,6,41400,6
2025-03-23,107747,5,33798,5
2025-03-24,107747,5,33900,6
2025-03-25,107747,2,13800,2
2025-03-26,107747,7,46308,7
2025-03-27,107747,6,40718,6
2025-03-28,107747,11,73842,10
2025-03-29,107747,7,48300,7
2025-03-30,107747,9,61400,11
2025-03-31,107747,3,20700,3
2025-04-01,107747,6,39321,6
2025-04-02,107747,8,55200,9
2025-04-03,107747,10,69000,10
2025-04-04,107747,8,55200,9
2025-04-05,107747,5,32550,6
2025-04-06,107747,8,55200,8
2025-04-07,107747,6,41400,8
2025-04-08,107747,10,66414,10
2025-04-09,107747,9,62100,9
2025-04-10,107747,7,48300,7
2025-04-11,107747,6,40700,6
2025-04-12,107747,8,55200,8
2025-04-13,107747,7,47556,7
2025-04-14,107747,6,40687,7
2025-04-15,107747,10,69000,10
2025-04-16,107747,7,48300,8
2025-04-17,107747,9,61460,9
2025-04-18,107747,7,48300,8
2025-04-19,107747,8,55200,9
2025-04-20,107747,7,48300,7
2025-04-21,107747,7,48300,8
2025-04-22,107747,10,69000,10
2025-04-23,107747,5,34500,8
2025-04-24,107747,8,53175,8
2025-04-25,107747,9,62100,10
2025-04-26,107747,2,13800,2
2025-04-27,107747,8,52439,10
2025-04-28,107747,1,6900,1
2025-04-29,107747,9,58137,8
2025-04-30,107747,9,60030,9
