mapped_pos_item_code,mapped_item_name,category_l,category_m,lag_days,paired_days,total_searches,total_sales_qty,search_sales_qty_corr,user_sales_qty_corr
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,10,63,1596,417,0.28619,0.2712
123573,PB)디저트39커피우유500ml,유음료,가공우유,9,72,194,3528,0.2857,0.18941
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,9,79,513,22983,0.28519,0.32578
124435,PB)바스켓팝콘,과자,스낵류,9,53,860,133,0.28454,0.31578
132835,PB)#대파열라면큰컵,면,용기면,11,56,138,4479,0.28441,0.20752
601670,롯데)허쉬너겟밀크56g,과자,초콜릿,6,51,151,83,0.28399,0.28811
106026,LG)포켓몬꼬부기선크림80ml_H,미용/화장품,여성화장품,14,30,275,42,0.28372,0.33357
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,6,82,547,23466,0.28361,0.24337
124561,농심)마라짜파게티큰사발,면,용기면,0,75,408,6005,0.28284,0.29878
123307,PB)착한콘칩65g,과자,스낵류,11,75,510,4450,0.28246,0.30824
180074,아사히)아사히350ml캔,맥주,수입맥주,0,69,177,15145,0.2815,0.30084
107265,5개 이상 구매시 50% 할인 빙그레)생귤탱귤제로70ml,아이스크림,노벨티,13,58,228,241,0.2813,0.3534
041426,제주우유생크림빵130g,디저트,냉장베이커리,3,70,262,1636,0.28093,0.17324
109166,PB)생생감자칩페퍼솔트60g,과자,스낵류,1,74,301,1238,0.27985,0.21671
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,1,73,236,5809,0.27976,0.27621
125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,7,31,993,5074,0.27878,0.22032
124779,언노운)드보뀌베D블랑드블랑750ml,양주와인,와인,8,29,281,97,0.2786,0.24475
125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자,스낵류,14,18,16605,1213,0.27832,0.3027
113190,G)가나프리미엄프랄린헤이즐넛49g,과자,초콜릿,12,65,185,597,0.27783,0.40199
109649,야구장크림새우,즉석 식품,즉석치킨(삭제예정),0,20,245,30,0.27765,0.1178
107201,신세계)앙드레끌루에엉쥬르드750ml,양주와인,와인,10,22,90,34,0.27722,0.21125
124523,G)설화병오리지널90g,과자,캔디류,9,68,575,566,0.27712,0.32587
140890,CJ)비비고육개장500g,가공식품,상온간편식,11,57,131,187,0.27688,0.28717
109500,PB)NEW푸하하리얼딸기크림빵110g,디저트,냉장베이커리,14,77,1078,1226,0.27675,0.22175
124509,신세계)프레스코발디 니포짜노끼안티21,양주와인,와인,8,60,185,220,0.27645,0.31573
030673,MDS)옥수수콘치즈255g,간식,냉장피자,1,80,380,1741,0.27641,0.30267
106868,러비어스)프라가500ml캔,맥주,수입맥주,7,79,774,11827,0.27634,0.27902
210345,오뚜기)진라면매운맛봉지,면,봉지면,5,59,237,8898,0.27632,0.27761
191932,금양)신퀀타750ml,양주와인,와인,0,80,906,242,0.27564,0.34143
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,12,29,310,2217,0.27475,0.26309
170935,제주)곰표밀맥주500ml캔,맥주,국산맥주,0,75,192,4301,0.2743,0.00959
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,6,70,232,5788,0.27427,0.21123
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,3,71,233,5886,0.2737,0.1037
125040,PB)이봉원의봉새우볶음밥260g,냉동,냉동간편식,13,30,567,110,0.2736,0.28314
211136,하겐)그린티아몬드바80ml,아이스크림,고급,0,70,286,2725,0.27336,0.24751
132666,농심)배홍동비빔면(4입),면,봉지면,2,58,467,101,0.27298,0.18378
170921,아사히)아사히생맥주캔340ml,맥주,수입맥주,7,83,504,37661,0.27284,0.27519
140890,CJ)비비고육개장500g,가공식품,상온간편식,14,52,133,165,0.2726,0.25822
123407,삼립)잘익은참쑥이야기110g,빵,간식빵,13,47,179,1336,0.27249,0.32209
124789,드림)훈와리메이진벚꽃모찌26g,과자,스낵류,8,50,132,868,0.27242,0.11842
107452,PB)불불나쵸칩70g,과자,스낵류,2,9,19,13,0.27212,0.38186
117105,롯데)말랑카우(봉지),과자,캔디류,11,60,181,2170,0.27095,0.21226
105291,25년)얼음컵(벤티),즉석음료,얼음,2,70,234,24021,0.2704,0.23248
107542,PB)k리그허니황치즈감자칩60g,과자,스낵류,5,33,122,53,0.26977,0.2285
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,10,41,119,10293,0.26976,0.26999
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,11,66,222,5582,0.26921,0.21729
109649,야구장크림새우,즉석 식품,즉석치킨(삭제예정),2,21,197,37,0.26852,0.19572
105291,25년)얼음컵(벤티),즉석음료,얼음,1,71,237,24513,0.26833,0.23878
119083,MZ)밀카레오33g,과자,초콜릿,8,59,164,724,0.26819,0.29427
071778,마루카네)감동란2입,냉장,냉장간식,3,64,171,102643,0.2678,0.18288
125416,자이언츠)마!비어라500ml캔,맥주,국산맥주,9,18,297366,719,0.26735,0.40385
115940,오리온)무뚝뚝감자칩60g,과자,스낵류,2,60,164,8961,0.26715,0.27545
124932,버터치킨카레덮밥,미반,도시락,1,15,31,30,0.26702,0.26702
030673,MDS)옥수수콘치즈255g,간식,냉장피자,0,81,383,1769,0.26692,0.23649
014387,맛장우전주식비빔밥,미반,도시락,4,74,395,194,0.26665,0.25616
601413,스위트)알포트미니딸기초콜릿55g,과자,초콜릿,12,68,323,340,0.26652,0.42725
124561,농심)마라짜파게티큰사발,면,용기면,2,75,410,5987,0.26643,0.27815
123923,신동엽)블랙서클위스키700ml,양주와인,양주,2,68,58962,1894,0.26643,0.23518
108365,우진)지오도라퀸타20/21 750ml,양주와인,와인,11,27,991,81,0.26631,0.31735
111179,CJ)만능계란볶음밥200g,냉동,냉동간편식,2,89,829,586,0.26579,0.18497
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,6,38,104,9134,0.26574,0.28778
124917,산토리)가쿠빈180ml,양주와인,양주,2,48,279,337,0.26555,0.18686
012679,11찬 도시락,미반,도시락,11,16,44,26,0.26553,0.66455
124807,PB)버터스노우롤140g(4입),빵,간식빵,11,46,176,331,0.26491,0.34945
105656,MQ)프링글스K숯불갈비100g,과자,스낵류,7,23,64,32,0.26485,0.2805
108682,PB)착한통닭다리(매콤),냉장,냉장안주,8,57,131,573,0.26468,0.20331
030673,MDS)옥수수콘치즈255g,간식,냉장피자,3,78,369,1691,0.26419,0.29677
123315,디저트39)저당슈크림모나카,아이스크림,노벨티,3,79,250,3538,0.26406,0.20309
124917,산토리)가쿠빈180ml,양주와인,양주,6,50,290,356,0.26358,0.23559
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,1,70,1488,365,0.2628,0.27144
125570,요거트구운단호박샐러드165g,미반,샐러드 ,11,8,31,10,0.26278,0.3637
109638,세븐브로이)팝업사이다라임355ml,음료,탄산음료,0,73,179,318,0.26183,0.25686
400913,삼성)까스명수골드,약품/의료품,의약외품,3,37,667,4893,0.2607,0.2784
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,9,68,226,5575,0.26027,0.21568
124509,신세계)프레스코발디 니포짜노끼안티21,양주와인,와인,12,57,171,209,0.26011,0.23529
210345,오뚜기)진라면매운맛봉지,면,봉지면,10,54,229,8305,0.25995,0.24507
105729,11겹등심돈까스,미반,도시락,12,14,50,16,0.25962,-0.0243
125040,PB)이봉원의봉새우볶음밥260g,냉동,냉동간편식,5,34,570,149,0.25949,0.27911
107452,PB)불불나쵸칩70g,과자,스낵류,10,7,21,11,0.25944,0.05338
124807,PB)버터스노우롤140g(4입),빵,간식빵,13,45,177,298,0.25857,0.37207
107133,G)보바티멜론배320ml,음료,차음료,10,61,196,720,0.25811,0.23178
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,3,81,1727,2727,0.25732,0.22427
123504,닭가슴살스테이크도시락,미반,도시락,2,24,5798,164,0.25631,0.2443
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,6,66,207,685,0.2557,0.27615
400913,삼성)까스명수골드,약품/의료품,의약외품,2,38,669,5089,0.25556,0.24168
124789,드림)훈와리메이진벚꽃모찌26g,과자,스낵류,4,49,113,833,0.25549,0.11026
105729,11겹등심돈까스,미반,도시락,6,14,55,16,0.25524,0.19312
191828,CSR)텍스트북까버네750ml,양주와인,와인,13,15,47,11,0.25481,0.42766
106529,마라순살꼬치,즉석 식품,즉석치킨,0,89,466,675,0.25422,0.19835
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,8,21,778,175,0.25376,0.29983
106868,러비어스)프라가500ml캔,맥주,수입맥주,6,80,786,12055,0.25362,0.2785
106113,매일)페레로란드누아아이스크림70ml,아이스크림,고급,0,42,228,88,0.25348,0.24947
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,8,64,1305,212,0.25324,0.24655
109649,야구장크림새우,즉석 식품,즉석치킨(삭제예정),1,20,239,31,0.25296,0.15639
123504,닭가슴살스테이크도시락,미반,도시락,8,18,4722,115,0.25273,0.20108
107692,K)릴 하이브리드3(누아르블랙),담배,전자담배,3,8,166,8,0.25262,0.06328
123307,PB)착한콘칩65g,과자,스낵류,12,74,494,4406,0.25223,0.24342
106529,마라순살꼬치,즉석 식품,즉석치킨,1,88,456,669,0.25127,0.17069
132835,PB)#대파열라면큰컵,면,용기면,12,55,132,4359,0.25085,0.12343
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,12,76,487,21799,0.25014,0.22059
124917,산토리)가쿠빈180ml,양주와인,양주,1,48,278,347,0.25009,0.20893
125475,우진)샤또라그랑주 19,양주와인,와인,2,16,1224,72,0.25005,0.21084
601670,롯데)허쉬너겟밀크56g,과자,초콜릿,9,48,150,75,0.24979,0.21888
030673,MDS)옥수수콘치즈255g,간식,냉장피자,2,79,376,1702,0.24871,0.31021
107409,G)대파크래커80g,과자,비스킷류,2,68,264,2592,0.24767,0.25296
132171,농심)생생우동253g,면,봉지면,7,43,296,483,0.24749,0.17519
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,4,66,1662,418,0.2474,0.2421
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,5,78,1712,2540,0.2466,0.14652
132171,농심)생생우동253g,면,봉지면,2,43,296,527,0.24653,0.24612
106117,G)라무네소다벚꽃에디션,음료,탄산음료,9,21,114,43,0.24652,0.26396
600600,PB)피카츄계란과자108g,과자,스낵류,3,86,384,840,0.24578,0.22221
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,13,55,1104,144,0.24499,0.23645
106866,삼양)맵탱마늘조개라면봉지,면,봉지면,0,82,573,555,0.2443,0.24898
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,4,68,209,717,0.24371,0.1705
124561,농심)마라짜파게티큰사발,면,용기면,3,75,408,5967,0.24324,0.23485
113190,G)가나프리미엄프랄린헤이즐넛49g,과자,초콜릿,9,67,190,657,0.24319,0.26694
115940,오리온)무뚝뚝감자칩60g,과자,스낵류,3,59,162,8936,0.24296,0.23521
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,5,69,1406,264,0.24283,0.23011
180074,아사히)아사히350ml캔,맥주,수입맥주,9,60,148,12965,0.24162,0.14598
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,4,83,563,23598,0.2415,0.22662
323707,KT엠모바일)실용유심,서비스 상품,일반서비스,2,119,1732,613,0.24122,0.33209
124686,나무)드럼스틱모양젤리(딸기&밀크)50g,과자,젤리류,4,56,735,1607,0.24096,0.21311
210345,오뚜기)진라면매운맛봉지,면,봉지면,4,60,238,8880,0.2409,0.24799
132666,농심)배홍동비빔면(4입),면,봉지면,12,53,448,93,0.24089,0.26562
191932,금양)신퀀타750ml,양주와인,와인,4,76,881,226,0.24013,0.24336
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,4,70,1406,281,0.23949,0.23623
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,7,69,230,5738,0.23944,0.21418
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,2,73,1449,357,0.23908,0.24552
106529,마라순살꼬치,즉석 식품,즉석치킨,9,80,403,642,0.239,0.16455
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,5,70,232,5788,0.239,0.24514
123619,홀그레인머스타드닭가슴살김밥,미반,김밥,0,27,163,110,0.23886,0.17574
108543,불닭치즈소시지김밥,미반,김밥,6,17,131,23,0.23879,0.20546
140890,CJ)비비고육개장500g,가공식품,상온간편식,0,64,152,219,0.23787,0.26379
211136,하겐)그린티아몬드바80ml,아이스크림,고급,11,59,227,2285,0.23763,0.10662
030673,MDS)옥수수콘치즈255g,간식,냉장피자,6,75,347,1667,0.23711,0.28096
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,12,55,1185,149,0.23581,0.23899
117266,마즈)이클립스딸기31g,과자,캔디류,1,77,219,6963,0.23568,0.18953
180074,아사히)아사히350ml캔,맥주,수입맥주,8,61,150,13271,0.23544,0.15316
210345,오뚜기)진라면매운맛봉지,면,봉지면,12,54,229,8103,0.23532,0.22058
211136,하겐)그린티아몬드바80ml,아이스크림,고급,10,60,231,2321,0.23497,0.13566
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,5,68,2021,4709,0.23419,0.24125
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,10,20,738,156,0.23226,0.22055
123923,신동엽)블랙서클위스키700ml,양주와인,양주,3,66,56427,1838,0.23221,0.2307
107409,G)대파크래커80g,과자,비스킷류,0,68,264,2641,0.23208,0.17658
108682,PB)착한통닭다리(매콤),냉장,냉장안주,2,62,151,583,0.23145,0.25917
125580,PB)자이언츠월드콘160ml,아이스크림,노벨티,13,17,226,2352,0.23143,0.25359
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,10,67,224,5588,0.23139,0.23136
125102,이장우)오일스타알리오올리오,면,용기면,10,85,1572,5495,0.23036,0.24385
210345,오뚜기)진라면매운맛봉지,면,봉지면,9,55,230,8223,0.22934,0.26237
106529,마라순살꼬치,즉석 식품,즉석치킨,8,81,415,646,0.22924,0.13197
117266,마즈)이클립스딸기31g,과자,캔디류,2,76,217,6836,0.22874,0.23277
105748,지비)귀달베르토750ml,양주와인,와인,4,30,17313,10,0.22874,0.19937
192580,무학)드보뀌베D 750ml,양주와인,와인,10,95,4293,717,0.22841,0.26901
123101,G)오하요저지우유푸딩115g,디저트,젤리,7,84,52117,66323,0.22792,0.21102
124686,나무)드럼스틱모양젤리(딸기&밀크)50g,과자,젤리류,0,54,361,1561,0.22702,0.20588
132666,농심)배홍동비빔면(4입),면,봉지면,1,59,490,101,0.22701,0.17367
601571,부르봉)랑그드샤블란츄78g,과자,비스킷류,9,48,125,316,0.22666,0.24972
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,7,66,207,697,0.22642,0.18379
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,6,56,1250,14263,0.22637,0.22853
119083,MZ)밀카레오33g,과자,초콜릿,7,59,164,713,0.22606,0.20762
108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,6,86,5004,2037,0.22486,0.18811
105968,G)닛신컵누들칠리토마토맛70g,면,용기면,9,24,105,32,0.22471,0.19398
125102,이장우)오일스타알리오올리오,면,용기면,12,83,1562,5206,0.22453,0.22213
117107,시원)마키아또누가(딸기)80g,과자,캔디류,1,57,193,209,0.22449,0.06742
140538,CJ)강된장보리비빔밥(컵반),가공식품,가공미반류,14,78,2975,939,0.22394,0.20252
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,11,77,504,22078,0.22394,0.23913
123407,삼립)잘익은참쑥이야기110g,빵,간식빵,14,46,176,1353,0.22359,0.17913
141489,동원)고등어캔300g,가공식품,캔,8,66,235,188,0.22292,0.15194
180697,배상면)느린마을늘봄막걸리750ml,전통주,막걸리,7,78,271,2835,0.2227,0.24038
170935,제주)곰표밀맥주500ml캔,맥주,국산맥주,14,62,168,3543,0.22234,-0.0804
124917,산토리)가쿠빈180ml,양주와인,양주,8,50,287,357,0.22214,0.27553
132171,농심)생생우동253g,면,봉지면,4,43,296,488,0.22199,0.27744
601571,부르봉)랑그드샤블란츄78g,과자,비스킷류,10,47,122,296,0.22189,0.17239
109497,미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,2,78,358,4177,0.22131,0.22815
071778,마루카네)감동란2입,냉장,냉장간식,2,65,179,103986,0.22128,0.18276
123741,엠즈)39저당딸기크림롤105g,디저트,냉장베이커리,2,67,189,838,0.22103,0.24984
106117,G)라무네소다벚꽃에디션,음료,탄산음료,10,22,96,43,0.22064,0.23874
109638,세븐브로이)팝업사이다라임355ml,음료,탄산음료,11,63,159,229,0.22053,0.11702
117266,마즈)이클립스딸기31g,과자,캔디류,0,78,222,7162,0.22015,0.2353
030673,MDS)옥수수콘치즈255g,간식,냉장피자,4,77,361,1650,0.22013,0.25218
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,3,68,1423,340,0.21973,0.23586
107133,G)보바티멜론배320ml,음료,차음료,0,71,275,807,0.21948,0.23621
041426,제주우유생크림빵130g,디저트,냉장베이커리,7,70,262,1636,0.2193,0.14228
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,14,43,128,10478,0.21903,0.32136
132666,농심)배홍동비빔면(4입),면,봉지면,14,50,445,88,0.21884,0.25646
123619,홀그레인머스타드닭가슴살김밥,미반,김밥,9,18,110,63,0.21827,0.15828
125570,요거트구운단호박샐러드165g,미반,샐러드 ,6,8,40,10,0.21822,-0.39736
123101,G)오하요저지우유푸딩115g,디저트,젤리,8,83,51532,66322,0.21773,0.1839
180697,배상면)느린마을늘봄막걸리750ml,전통주,막걸리,1,83,287,2993,0.21763,0.26087
117105,롯데)말랑카우(봉지),과자,캔디류,12,60,181,2170,0.21759,0.24545
191932,금양)신퀀타750ml,양주와인,와인,3,77,891,229,0.21643,0.18171
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,8,68,226,5654,0.21592,0.22982
083834,삼립)생크림보름달80g,빵,간식빵,5,59,212,1621,0.21588,0.1581
123407,삼립)잘익은참쑥이야기110g,빵,간식빵,10,50,195,1422,0.21535,0.21564
180074,아사히)아사히350ml캔,맥주,수입맥주,14,57,136,12624,0.21498,0.1712
109638,세븐브로이)팝업사이다라임355ml,음료,탄산음료,4,70,172,309,0.21475,0.20574
123573,PB)디저트39커피우유500ml,유음료,가공우유,7,73,197,3550,0.21411,0.27559
132142,농심)신라면120g,면,봉지면,12,76,385,27312,0.21389,0.21358
140624,오뚜기)쇠고기미역국밥컵밥,가공식품,가공미반류,1,66,172,709,0.21387,0.14488
117266,마즈)이클립스딸기31g,과자,캔디류,7,72,207,6480,0.21339,0.19856
123935,CJ)아삭안심콩나물180g,신선,야채,5,74,250,803,0.21294,0.25181
601580,PB)단백질바(베리)50g,과자,프로틴/시리얼,0,75,198,4400,0.21287,0.2292
601413,스위트)알포트미니딸기초콜릿55g,과자,초콜릿,3,74,337,441,0.2128,0.28739
191932,금양)신퀀타750ml,양주와인,와인,8,72,875,205,0.21278,0.22336
140624,오뚜기)쇠고기미역국밥컵밥,가공식품,가공미반류,14,56,136,599,0.21211,0.13309
180915,국순당)국순당쌀막걸리750ml,전통주,막걸리,0,92,905,3297,0.21185,0.21154
105729,11겹등심돈까스,미반,도시락,7,14,66,16,0.21138,0.08965
105978,파니니)EPL플러스 축구카드_H,문구/완구,일반완구,2,62,160,1674,0.21088,0.24589
106529,마라순살꼬치,즉석 식품,즉석치킨,7,82,411,651,0.21074,0.1593
123625,G)파스키에팬케이크280g,빵,간식빵,8,20,61,30,0.2101,0.2106
124134,닭강정김밥,미반,김밥,8,9,24,10,0.20966,0.42342
123572,PB)디저트39초코우유500ml,유음료,가공우유,12,71,173,4268,0.20951,0.23776
106529,마라순살꼬치,즉석 식품,즉석치킨,2,87,447,668,0.20928,0.15849
601580,PB)단백질바(베리)50g,과자,프로틴/시리얼,7,71,188,4141,0.20923,0.20768
601413,스위트)알포트미니딸기초콜릿55g,과자,초콜릿,11,67,324,345,0.20886,0.28681
210345,오뚜기)진라면매운맛봉지,면,봉지면,2,62,242,9169,0.20844,0.25613
105746,지비)샤또딸보2021,양주와인,와인,11,32,455,83,0.20843,0.1786
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,7,64,1353,223,0.20842,0.23208
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,9,21,751,171,0.20836,0.1957
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,9,64,1607,418,0.20674,0.21586
105745,우진)샤또도작21,양주와인,와인,3,25,1277,79,0.2067,0.23945
071778,마루카네)감동란2입,냉장,냉장간식,10,57,151,93025,0.20667,0.05833
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,8,65,1617,418,0.2064,0.22645
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,13,72,1526,2083,0.20632,0.09086
094108,세븐팜)신선한1등급달걀(10입),신선,수축산/계란,12,64,219,729,0.20572,0.13948
105968,G)닛신컵누들칠리토마토맛70g,면,용기면,7,25,112,34,0.20506,0.13035
109166,PB)생생감자칩페퍼솔트60g,과자,스낵류,0,75,317,1256,0.20505,0.17597
170929,미쓰이)스카치위스키하이볼350ml,양주와인,하이볼,6,17,245,30,0.20498,0.26595
400913,삼성)까스명수골드,약품/의료품,의약외품,1,38,669,5070,0.20487,0.2034
180697,배상면)느린마을늘봄막걸리750ml,전통주,막걸리,6,79,279,2884,0.20468,0.14274
124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵,간식빵,6,63,1304,10162,0.20463,0.21207
125570,요거트구운단호박샐러드165g,미반,샐러드 ,4,8,32,10,0.20412,0.31109
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,14,62,201,612,0.20257,0.19406
124509,신세계)프레스코발디 니포짜노끼안티21,양주와인,와인,6,59,183,230,0.20234,0.30401
105745,우진)샤또도작21,양주와인,와인,8,23,1319,54,0.20207,0.21935
106868,러비어스)프라가500ml캔,맥주,수입맥주,8,78,753,11512,0.20141,0.18652
124779,언노운)드보뀌베D블랑드블랑750ml,양주와인,와인,1,27,266,98,0.20139,0.21732
106113,매일)페레로란드누아아이스크림70ml,아이스크림,고급,7,39,213,77,0.20112,0.19802
601580,PB)단백질바(베리)50g,과자,프로틴/시리얼,13,65,175,3800,0.2005,0.21564
211645,벤앤제리스)초코퍼지파인트473ml,아이스크림,고급,8,31,284,51,0.20048,0.17197
124917,산토리)가쿠빈180ml,양주와인,양주,12,50,286,349,0.19991,0.2356
106113,매일)페레로란드누아아이스크림70ml,아이스크림,고급,5,40,229,84,0.19911,0.20675
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,2,36,95,8625,0.19885,0.24525
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,10,64,204,659,0.19818,0.2032
106463,MDS)NEW미트파스타230g,간식,냉장피자,14,72,225,1922,0.19785,0.17461
117105,롯데)말랑카우(봉지),과자,캔디류,8,61,182,2157,0.1978,0.10456
132171,농심)생생우동253g,면,봉지면,3,43,296,527,0.19756,0.13424
119083,MZ)밀카레오33g,과자,초콜릿,0,64,173,798,0.19741,0.12887
141364,CJ)참치마요덮밥(컵반),가공식품,가공미반류,0,91,1819,673,0.19734,0.20163
105741,우진)루이로드레크리스탈15,양주와인,와인,7,17,2353,8,0.19697,0.18683
192500,빈티지)니콜라스뿌이야트(벚꽃),양주와인,와인,14,54,1101,136,0.19677,0.15789
125102,이장우)오일스타알리오올리오,면,용기면,11,84,1572,5404,0.19638,0.20109
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,12,31,221,3592,0.19628,0.22236
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,2,70,214,741,0.19594,0.2554
123572,PB)디저트39초코우유500ml,유음료,가공우유,6,75,177,4574,0.19584,0.27118
106529,마라순살꼬치,즉석 식품,즉석치킨,10,79,402,637,0.19581,0.10027
107512,KBO)야구카드바인더북,문구/완구,일반완구,7,8,144,26,0.1954,0.10406
111179,CJ)만능계란볶음밥200g,냉동,냉동간편식,0,91,851,592,0.19524,0.23381
123315,디저트39)저당슈크림모나카,아이스크림,노벨티,4,78,249,3549,0.1952,0.10048
053279,대파크림치즈스틱,즉석 식품,즉석치킨,1,11,68,1,0.19499,0.22056
125734,P)아이코스 일루마i 원(디지털바이올렛),담배,전자담배,10,8,26,19,0.19455,0.07368
115940,오리온)무뚝뚝감자칩60g,과자,스낵류,0,62,169,9296,0.19445,0.11913
125416,자이언츠)마!비어라500ml캔,맥주,국산맥주,8,18,295628,719,0.19431,0.34813
041426,제주우유생크림빵130g,디저트,냉장베이커리,4,70,262,1664,0.19387,0.06554
125102,이장우)오일스타알리오올리오,면,용기면,13,82,1549,5122,0.19347,0.17068
140624,오뚜기)쇠고기미역국밥컵밥,가공식품,가공미반류,7,62,152,659,0.19297,0.2249
108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,8,84,4945,2009,0.19296,0.12083
106529,마라순살꼬치,즉석 식품,즉석치킨,13,76,380,628,0.19295,0.26377
117105,롯데)말랑카우(봉지),과자,캔디류,7,61,182,2209,0.19276,0.21948
108698,엔제이)훗카이도바나나카스테라,빵,간식빵,12,66,222,5462,0.19275,0.16016
124509,신세계)프레스코발디 니포짜노끼안티21,양주와인,와인,13,58,180,214,0.19265,0.22779
400913,삼성)까스명수골드,약품/의료품,의약외품,9,36,665,4792,0.19218,0.18897
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,4,68,2000,4709,0.19217,0.20844
192580,무학)드보뀌베D 750ml,양주와인,와인,6,96,4320,759,0.19212,0.21166
107542,PB)k리그허니황치즈감자칩60g,과자,스낵류,12,31,117,45,0.19153,0.31057
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,13,62,201,625,0.19143,0.13547
180074,아사히)아사히350ml캔,맥주,수입맥주,7,62,155,13715,0.19114,0.14864
106117,G)라무네소다벚꽃에디션,음료,탄산음료,12,22,103,42,0.19111,0.16367
123923,신동엽)블랙서클위스키700ml,양주와인,양주,4,64,54715,1808,0.19102,0.21243
107409,G)대파크래커80g,과자,비스킷류,6,65,260,2379,0.19065,0.09312
107265,5개 이상 구매시 50% 할인 빙그레)생귤탱귤제로70ml,아이스크림,노벨티,1,68,274,268,0.19045,0.14874
080960,CJ)가쓰오우동222.5g(큰컵),냉장,냉장간편식,0,86,413,2027,0.19033,0.20898
123995,엠탑)서울우유인삼꿀라떼원컵,건강/기호식품,원컵,2,85,579,353,0.19029,0.1762
109497,미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,0,80,365,4224,0.19006,0.1868
080960,CJ)가쓰오우동222.5g(큰컵),냉장,냉장간편식,2,85,407,1993,0.18994,0.13034
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,5,66,1660,418,0.18963,0.19062
125580,PB)자이언츠월드콘160ml,아이스크림,노벨티,11,17,211,2352,0.18948,0.1653
210345,오뚜기)진라면매운맛봉지,면,봉지면,3,61,240,9245,0.18942,0.21002
083834,삼립)생크림보름달80g,빵,간식빵,4,59,212,1529,0.18923,0.09821
125102,이장우)오일스타알리오올리오,면,용기면,0,90,1657,6160,0.18921,0.27149
123935,CJ)아삭안심콩나물180g,신선,야채,7,72,242,791,0.18915,0.19309
150976,끌레도르)베리믹스바90ml,아이스크림,노벨티,7,75,240,488,0.18874,0.2123
121686,PB) NEW둥굴레차25입,건강/기호식품,차,9,83,2349,503,0.18873,0.18187
109497,미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,7,75,350,3934,0.18812,0.046
